"回答日時","受付番号","回答ユーザ","第２回:キーワード①","第２回:キーワード②","第２回:キーワード③","第２回:キーワード④","第２回:キーワード⑤"
"2022/04/27 11:09","2864","38021205","全体を俯瞰しながらチームでアイデアを出し、現実化していくことが商社で働く魅力である。","商社の教育は手厚く、人を育てることにかなり力を入れている。","大学が発信している情報をきちんと確認するべきである。","人間は忙しくて余裕がなくなると、周りのことが見えなくなってしまうということを自覚するべきである。","何が幸福の種となり、何が不幸の種になるかはわからないため、嫌なことがあってもくよくよし過ぎず、前へ進むことが大切である。(前向きな塞翁が馬)"
"2022/04/27 11:09","2863","34021081","既存の事業スタイルではなくて、容易にイメージができないような事業を始めることが今の時代で残るためには必要","自己分析して自分がどのようなワークスタイルに向いているか判断する必要がある","就活において企業を見比べることで自分の知らない世界を知るだけではなく、違いや、それぞれの長所、短所が見える","ただ忙しい人と、忙しいと周りが見えなくなるということを自分でしっかり認識する人とを比べたら時間の過ぎ方が違うのではないかと感じた","好きなことを仕事にすることはとても重要だと感じた"
"2022/04/27 11:08","2862","24021779","大学からの情報を入手","心の余裕を持つ","人との関わりがモチベーション","前向きな塞翁が馬","商売は社会のために行う"
"2022/04/27 11:07","2861","38022502","自分に有益な情報は待つのではなく自分からつかみに行く","できるだけたくさんの会社を見ることが大切","勉強や仕事はきれいな環境でするほうが効率よく集中してできる","自分なりのリフレッシュ方法を見つけるべき","企業ではやりたくないことをやらせずにやりたいことをしてもらったほうが業績が上がる"
"2022/04/27 11:06","2860","39021039","大学から流れてくる情報をこまめにチェックすることが新たなチャレンジへとつながる。","どんなに忙しいとしても心のキャパシティーをもって人と接する。","海外の異なる宗教の人とかかわることによって、人それぞれの多様な考え方を知ることができる。","何かに悩んだり落ち込んだりする時にその沼から出る方法を自分で見つけておく。","物事に対して向き合っていれば、途中でなにか予期せぬトラブルが起きたとしても新たな発見を通じて答えが見えてくることがある。"
"2022/04/27 11:06","2859","23022546","プラスチックを無くすことは逆にフードロスや温暖化繋に","大学から発信される情報をこまめにチェック","忙しくても心の余裕を持つ","周りを見る","海外と関わる仕事"
"2022/04/27 11:05","2858","31020540","商社は忙しい","自分を知ること","相手を知ること","マスタリーフォアサービスの重要性","商社というものが分かった"
"2022/04/27 11:02","2857","23021529","自分のことと相手のことを知ることが大事","自分を磨くことは社会のためになる","嫌なことが起きたとしても、それが自分の力になったりする","社会のためにならない儲けは続かない","前向きな塞翁が馬→ポジティブに考えることが大切"
"2022/04/27 11:01","2856","34020114","プラスチック","化学薬品","悩みすぎない","人間万事塞翁が馬","精一杯楽しむ"
"2022/04/27 11:00","2855","29021414","プラスチック","心の余裕","やりがい","奉仕のための練達","前向きに捉える"
"2022/04/27 11:00","2854","36021014","環境ビジネス","モニュメント","インターンシップ","心の余裕","SDGs"
"2022/04/27 10:59","2853","22022008","環境ビジネス（化学品部門）、環境配慮された素材や原料のトレードを新しく作る","伊藤忠商事はさまざまな取り組みを行なっており、グローバルに展開している","忙しくて周りが見えなくなるのは愚の骨頂、それを自覚し、客観的に自分を見ることが大事","人間万事塞翁が馬、悩んでもくよくよせずに前を向く","働く上で対話が大切。背景が異なる人といかに上手く言葉を交わせるかが重要。"
"2022/04/27 10:58","2852","36021041","SDGs","インスピレーション","環境ビジネス","専門家としてのスキル","心の余裕"
"2022/04/27 10:58","2851","25022430","心の余裕","外の目を持つ","人との関わり","人間万事、前向きな塞翁が馬","会話、対話"
"2022/04/27 10:58","2850","22022711","就職や大学等の色々な情報を仕入れる","心の余裕を無くさない","自分を知り、相手を知る","前向きな塞翁が馬","社会のためになる仕組みが仕事に必要"
"2022/04/27 10:56","2849","24022148","大学が発信している情報を得る","外の目にもっと気づく","会話ではなく対話が大事","悩みすぎない","人間万事塞翁が馬"
"2022/04/27 10:53","2848","22021213","人との交流を大事にする","心のキャパシティを持つ","たくさんのインターンを経験して自分に合うものを見つける","第三者の目線で自分を見つめる","前向きな塞翁が馬"
"2022/04/27 10:52","2847","22020753","大学からの情報に敏感になる","忙しくなった時こそ、周りをよく見て外の目にきづく","自分のことを知り、相手のことを知る","前向きな塞翁が馬","商売は社会のためにならないと続かない"
"2022/04/27 10:51","2846","25020464","どんなに忙しくても心の余裕を持つ","気分転換の方法を見つける","くよくよせず前を向いて進んでいく","一瞬悩んだとしても悩みすぎない","沢山の人と対話する能力をつける"
"2022/04/27 10:51","2845","22022481","いい点を使いつつ、欠点を治し組み合わせる","心の余裕を持つこと","人と人との繋がりを大切にする","サービスを受け取る側のことを一番に考える","何があっても柔軟な頭を持つ"
"2022/04/27 10:50","2844","39022043","自分たちが見過ごしがちであることを自覚する。","忙しくなると周りが見えなくなる。","仕事で必要とされるのは対話。","一瞬悩んだとしても悩みすぎない。","商いは社会のためにならなかったら続かない。"
"2022/04/27 10:46","2843","24021182","全体を俯瞰してアイディアを現実化","忙しいを自覚すること","人との関わり","自分と相手を知る","決め手の握手"
"2022/04/27 10:45","2842","37021242","発信された情報をキャッチする。","自分を知ること、相手を知ること。","前向きな塞翁が馬。","背景の違う人と言葉を交わす対話ができること。","奉仕を意識しながら、自分を鍛える。社会のためにならないと、仕事は続かない。"
"2022/04/27 10:44","2841","24021429","忙しいを自覚すること","人との関わり","全体を俯瞰してアイデアを現実化","プラスチックのいいところを生かした商品","自分と相手を知る"
"2022/04/27 10:44","2840","34020115","常にアンテナを張って、情報を取得する","自分の好きなことを貫く","周りが見えなくなる","会話能力の養成","やらない後悔よりやる後悔"
"2022/04/27 10:44","2839","34020129","商社で働く魅力は、全体を俯瞰しながら、色々なアイディアを自分で出しつつそれを実現化させていけるところ","自分にできそうな制度の情報を意識して見つけ出すためにも、大学からの情報発信を見逃さないように注意する","忙しいと心に余裕がなくなり、周りが見れなくなるため、自らの忙しさを自覚し、その都度自身の行動を見つめ直すことが重要","商売として世界を相手にする上で重要なことは、様々なバックグラウンドの人がいるので、まずは自分と相手のことを知り、その後互いにとって何が良いのかを一緒に考えることである","「前向きは塞翁が馬」という、失敗したらそのことについて反省し、すぐにクヨクヨせずに立ち直り、前向きに走り出すことができる姿勢が仕事をする上で大切である"
"2022/04/27 10:43","2838","25022119","色んなことに挑戦する","大学からの情報をしっかりと把握する","自分の性格を自覚する","常に周りに気を配る","対話を大切にする"
"2022/04/27 10:42","2836","38021422","大学側からの情報を自分でチェックすることが大切。","商人としてお金を稼いで、売り手、買い手、世間が良ければどういう形でもよい。","仕事をするうえで、心の余裕は大切。","人間は忙しくなると周りが見えなくなると自覚しておくことは大切。","会話は背景が異なる人と話すことで、これは社会において必須なことであり、今のうちに身に着けておくべきである。"
"2022/04/27 10:40","2835","36022026","グローバル","塞翁が馬","心と心の交流","価値観","思いやり"
"2022/04/27 10:39","2834","22021359","1.	論文テーマのために新しくバイトをはじめてまでする行動力の大切さ","2.	身の回りの情報に敏感になること。結果自分に合う道や将来が見えてくることもあるということ。","3.	忙しいと言わずこころに余裕を持つことで丁寧な対応ができること","4.	自分のことを良く知れば人と深く交流することもできるということ","5.	自分の好きなことを仕事にできると心身ともに健康に仕事ができるということ"
"2022/04/27 10:35","2833","24022512","おもしろい業者に投資する","商売人として得た経験を元にいろいろなステージに挑戦する","遺産モニュメントを再構築","人と人が暮らして社会を築くとはどういうことか","インターンシップの経験が大きい"
"2022/04/27 10:35","2832","25022577","自分から情報を取りに行く","大変な時にも心に余裕を持つ","自分のこと・相手のことを知る","くよくよせずすぐに立ち上がる","最後まで諦めずにやり続ける"
"2022/04/27 10:31","2831","22020774","自分の将来に関する情報を積極的に入手する","客観的に自分の状態を見ることで、自分の心に余裕があるのかをきちんと分析し、理解する","対話を通して様々な価値観に触れる","予測できない事態に対して自分をどのようにリセットするのかをよく考える","人間万事塞翁が馬、何事も諦めない"
"2022/04/27 10:29","2830","29022169","三国貿易","たくさんの人と対話する能力","一瞬悩んでも悩みすぎない","悩みすぎたら沼から抜ける方法を見つける","プラスチックは人々の役に立っている"
"2022/04/27 10:28","2828","26022612","商社のネットワークは手厚い","情報を自ら収集する力が必要","仕事で忙しい時に自分を客観視することが必要","忙しいとは心をなくしているということである","社会人になると人と対話する力が重要"
"2022/04/27 10:28","2827","23020120","大学の情報発信には自分の将来宝になるような情報が埋まってるため常にチェックする。","前向きな塞翁が馬","世界を相手にするには自分の事、相手の事を知る姿勢。","休憩は大事","仕事で必要なのは会話より対話。"
"2022/04/27 10:28","2826","24022429","面白い業者に投資する","商売人として得た経験をもとにいろんなステージに挑戦する","遺産モニュメントを再構築","人と人が暮らして社会を築くとはどういうことか","インターンシップの経験が大きい"
"2022/04/27 10:27","2825","24021502","周りの人と協力することで心に余裕をつくることがたいせつ","自分本位になってしまっている、周りを見ることが出来ていないということを自分で自覚する","生きていく中で起きる悪いことは、よりよい人生にするためには必要なものである","自分を磨き続けることが社会への奉仕につながる","社会のために行動するときに善意による行動は一時的なものでしかない、社会を良くする仕組み自体を考えることが大切"
"2022/04/27 10:25","2824","24022282","どんなに忙しくても、心の余裕を持つ","何かを成し遂げた人は最後まで諦めない人","仕事で必要なのは対話","上手くいかないことに悩みすぎない","沼から出る方法を何か見つける"
"2022/04/27 10:23","2823","31021552","環境ビジネス","グローバルに展開","人を育てる","KWICを見逃さない","心の余裕を持て"
"2022/04/27 10:22","2822","22020624","商社は教育が手厚い。","追い込まれると周りが見えなくなってくるという自覚を持っておくべき。","商品のことをしっかり理解して、一緒に商売を考えていく。","関わってもらえる人たちに喜んでもらえるような仕事をする。","自分のことと相手のことを理解し合うことが良い商売につながる。"
"2022/04/27 10:22","2821","23021206","忙しい＝心を無くしている","ダメなことがあってもクヨクヨせずに前を向く。","会話と対話という考え方。","社会が私たちに求めているのはたくさんの人と対話する力。","悩みすぎない、沼から脱出する方法を考える。"
"2022/04/27 10:21","2820","31020543","メディアなどからの情報発信の必要性","価値観の合う就職活動","忙しいために起こる周囲の配慮の欠如","海外の職業からわかる日本と海外の違い","さまざまな場面における対話の重要性"
"2022/04/27 10:17","2819","22022792","情報発信をキャッチする","自分たちは見過ごしがちである","外の目を持って気づく","忙しいと言わない","一瞬悩んだとしても悩みすぎない"
"2022/04/27 10:16","2818","23020594","大学からの情報を積極的に得る","どんなに忙しくても心の余裕を持つことが大切","前向きな塞翁が馬","社会で求められている能力はたくさんの人と対話する能力","人間万事塞翁が馬であるから諦めてはいけない"
"2022/04/27 10:15","2817","22021744","議論を正しく捉えないと方向性を間違える","心と心の交流","自分のことを知る","会社はいろんな人間がいるべき","海外と交渉するときは商売を深掘りしておくべき"
"2022/04/27 10:13","2816","24022059","マイナスに捉えてしまうようなことも自分の強みに変えられる","休憩をして自分を一回整えることは重要","忙しいときは心に余裕がなくなるため一度自分を客観視する","就職した先で顧客のために頑張ることが社会貢献に繋がる","就職活動では多くの企業を見に行くことが大切"
"2022/04/27 10:13","2815","25020155","向き不向き","人生は自由","なぜ社会がこうなっているのか","情報収集","インターンシップ"
"2022/04/27 10:12","2814","37021048","対話する能力の大切さ。","社会のためにならなければ、儲からない。","悪いことが起きても、前向きにとらえる。","真理が君たちを自由にする。","悩んだ時の脱出法を自分で見つけ出す。"
"2022/04/27 10:12","2813","25020340","大学からの情報を的確にキャッチ","心の余裕","対話で信頼関係を構築","前向きな塞翁が馬","真理が君たちを自由にする"
"2022/04/27 10:11","2812","24022458","経験を引っ付ける","自分が変化していく楽しみ","心の余裕","日本人は少数派","ブランディング"
"2022/04/27 10:11","2811","25022402","社会は対話する能力を求めている","最後まであきらめない","留学行くといい","大学からの情報をキャッチする","自分をリセットする方法を持つ"
"2022/04/27 10:08","2810","24021028","日本では1000万tのプラスチックの需要がある。","商社とは商売としての力をつけるところであり、グローバルに展開していく。","苦しいことがあっても、前向きに考えることが大切。","インターンに行くことで自分の興味あるもの、面白いものを見つけることができる。","掲示板やネットを見て情報を得ることが大切。"
"2022/04/27 10:07","2809","36021058","飛び級制度","社会学","SDGs","ベトナム戦争","環境ビジネス"
"2022/04/27 10:07","2808","23020394","情報発見","心の余裕","自覚","前向き","真理"
"2022/04/27 10:05","2807","25022224","アルバイトでは社会人としての在り方を学べる","常に情報をチェックしてチャンスを掴む","忙しい時こそ心の余裕を大事にする","自分を外から見る視点を持つ","前向きな塞翁が馬"
"2022/04/27 10:03","2806","24022478","忙しい中でも心の余裕が大事","自分のことを知ることと、相手のことを知ることは大事な姿勢","心と心の交流が大切なのでお酒は飲めなくても大丈夫","ファイナンスの知識は何歳になっても大切","前向きな塞翁が馬"
"2022/04/27 10:02","2805","24021045","全関学自主映画製作上映委員会","プラスチック","飛び級","商社","海外経験"
"2022/04/27 10:01","2804","22022452","人に喜んでもらえるようにすることが大事","対話が大事になってくるから対話する能力が必要","悩んでもくよくよせず前を向き自分で方法を見つける","諦めずにやり続けることが大事","忙しくなると自分に余裕が無くなることを自覚しておく"
"2022/04/27 10:00","2803","26020032","心の余裕","自分のことを知ることと相手のことを知ること","前向きな塞翁が馬","対話","自分を外から見ることが大事"
"2022/04/27 10:00","2802","38021315","人との関わり","バックグラウンド","マネジメント能力","心の余裕","国際経験"
"2022/04/27 10:00","2801","26022396","新しく始まる市場の中で、「数や量」に観点を置きそのボリュームの中でお金を稼ぐ","初めは小さく少なくても、その先を見越して大きくしていく","良いところを活かしながら悪いところを改善していく","何に関しても「思い切り」は大切","どれだけしんどくても心の余裕を持つことは重要"
"2022/04/27 10:00","2800","25021334","チームで連携すること。","相手の人のことを見る。","仕事の成功は、人によって変わってくる。","物事に対し、クヨクヨしないことが大切。","仕事のやりがいは、関わる人たちが喜んでくれること。"
"2022/04/27 09:59","2799","25020598","情報を見過ごしがちであるということを自覚","心の余裕を持つ","忙しいとあまり言わない","あまりくよくよしすぎない","嫌なことも自分の味を美味しくするものと前向きに捉える"
"2022/04/27 09:57","2798","25020338","埋もれてる大事な情報をキャッチ","自己成長を楽しむ","心に余裕を持つ","忙しいことを自覚する","対話を磨く"
"2022/04/27 09:56","2797","29021336","全体を俯瞰しながら、自分もしくはチームでアイデアを出していくのが商社の面白みである。","情報を上手くキャッチする。","仕事をする上で、毎日自分の成長を見ることができる。","仕事をするにしても何をするにしても、心の余裕が大切である。","自分が忙しいときこそ周りを見れるようにする。"
"2022/04/27 09:55","2796","36022018","塞翁が馬","心の余裕を持つ","自分と相手のことを知る","会話と対話","心と心の交流"
"2022/04/27 09:54","2795","29021153","商社は自分が主体となり、お客と一緒になって走っている","どれだけ忙しくても心のキャパシティ、心の余裕が必要と気づいた","前向きな塞翁が馬","日本人の世界を比較した会話と対話の認識に対して違いと対話する必要性","真理なんぢを自由に得さすべし"
"2022/04/27 09:54","2794","23021357","溢れている情報を上手くキャッチ","周り見えていないと自覚","忙しいではなく心に余裕を","対話の重要性","真理"
"2022/04/27 09:54","2793","25022467","学校で自ら情報収集をすることが大事","なにかに失敗しても、自分なりに反省してすぐに立ち直ることが出来れば良いことがあるかもしれない","自分にとって良いことは素直に楽しみ、悪いことはこれから自分自身を成長させるものとして捉え、前向きになる","儲かることよりも、社会のために役立ったり多くの関わりある人に喜んでもらうことを目的として仕事に励む","何かを成し遂げることができる人は、自分の中に潜んでいる可能性を信じ、諦めずに務める人である"
"2022/04/27 09:53","2792","29022397","商社の魅力は幅広い目で社会を見れること。","アルバイトは、お金を稼ぐということがどういうことかを教えてくれる。","大学院は、人それぞれの研究テーマを見つけられる場所。","忙しいということを自覚しているかどうかが大切。忙しいと感じた時こそ丁寧に周りを見ることが大切。、","1つのことに向き合い続けると、答えが見えてくる。"
"2022/04/27 09:51","2791","29021274","発信される情報にアンテナを貼り適切にキャッチすることが、今後に大きな影響を与える","忙しいときこそ、自分を外から見て心の余裕をなくしていないか確認することが、チームを成り立たせる上で必要","人間万事塞翁が馬。常に上手くはいかないものだから、諦めずに物事と向き合い続けることが大事。","自分を磨き仕事を磨きそれを社会に役立てる。この練達が奉仕の形の一つ","善意は役に立たない、仕組みに意味がある。善意は一時的だから仕組みとして回していくべき。、"
"2022/04/27 09:51","2790","36022322","全体観","グローバル","トレード","塞翁が馬","会話と対話"
"2022/04/27 09:50","2789","26021516","商売を作る中で環境ビジネスをつくる。","前向きな塞翁が馬","毎日自分が成長する。","相手を見る。","人との関わり。"
"2022/04/27 09:49","2788","25021163","様々な情報に敏感になる","何事にも全力で楽しむことの大切さ","相手の事を良く知ろうとすること","自分の性格もしっかりと分析をしておく事","様々な人と関わる事でも自己分析をすることが出来る"
"2022/04/27 09:45","2787","22020871","情報をキャッチするアンテナを張っておく。","忙しいと心の余裕がなくなって、人のことが考えられなくなる。","関わっている人が喜んでくれるような仕事をする。","自分と相手の背景が違うことを理解して、自分を知り、相手のことを知る。","前向きな塞翁が馬"
"2022/04/27 09:45","2786","26022505","情報発信をチェック","心の余裕を持つ","忙しいをやめる","会話と対話","悩んだらリフレッシュ"
"2022/04/27 09:43","2785","25020637","商社というものへの理解","商社は忙しい","自分を知る","相手を知る","今の時代におけるマスタリーフォーサービスの重要性"
"2022/04/27 09:43","2784","24021845","（コンビニの）特殊性を理解するためにバイトしていました","自分が主体になって商売を作っていくって所に魅力を感じた","丁寧に言うのとぶっきらぼうに言うのとは時間的には1秒しか変わらないけど、言われた方の気持ちになると大分違う","自分のことを知ることと相手のことを知ることは大事な姿勢","前向きな塞翁が馬"
"2022/04/27 09:40","2783","21021021","自分が忙しいのに目一杯で周りが見えなくなる","人間は周りが見えなくなりがちであることを知っておく","自分が周りを見れていない時に客観的に気がつくように","忙しいは心を亡くすと書く","忙しいという人は心を亡くしていると言っていると同じ"
"2022/04/27 09:39","2782","26020524","人生は自由","普段得ている情報の中に将来のヒントがあるかもしれない","身体の余裕より心の余裕をなくす方が問題","自覚するのか、しないのか","関わってくれている人が喜んでくれることがモチベーション"
"2022/04/27 09:39","2781","27020368","デスクは整頓していないといいアイデアが浮かばない","忙しくて周りが見えていないときはそのことに気づかない","大学からの情報をきちんと受け取る","人が好き","前向きな塞翁が馬"
"2022/04/27 09:37","2780","25021360","仕事に関わる人の喜び","自分のことを知る","会話と対話","前向きな塞翁が馬","日本人は少数派"
"2022/04/27 09:36","2779","25022095","対馬のプラゴミ問題","積極的な情報収集が大切","心の余裕がチームの連携に繋がる","商売は社会のためでないと続かない","嫌な事は自分を成長させるものだと前向きに捉える"
"2022/04/27 09:33","2778","26021394","まずは精一杯楽しむ","しんどいことがあったとしてもそれがずっと続くわけではないというマインドセット。","一時的にしか儲からない商売などは社会のためにならないと続かない。","自分が予想していないことが起こったときに前向きにとらえることが必要","日本と海外の考え方の違い"
"2022/04/27 09:31","2777","24022022","宝になるような情報を見分け発信された情報をしっかりキャッチすること。","どんなに忙しくても心のキャパシティを持つこと。また、心の余裕の自覚の有無が重要。","会話と対話の感覚の違いを磨き、社会で求められる対話を磨く。","あまりくよくよしすぎず、悩みの沼から出る方法を自分なりに見つけていく。","何かを成し遂げるには諦めずにその環境に対応することが大切である。"
"2022/04/27 09:29","2776","24020526","情報確認","会話と対話","心の余裕","自覚","プラス思考"
"2022/04/27 09:24","2775","24022351","忙しくても心の余裕を持つよう意識する","自分のこと、相手のことを知る","失敗しても反省したらすぐ前を見る","最後まで諦めない","人間万事塞翁が馬"
"2022/04/27 09:22","2774","31021506","毎日、自分が成長していくのが楽しい","こころの余裕がなくなると、仕事がうまく回らなくなるし、人との関係も悪くなる(ぶっきらぼうになる)","忙しくなると、周りが見えなくなってしまう","失敗しても反省はするが、クヨクヨしないですぐに立ち上がる","まずは、精一杯楽しむ"
"2022/04/27 09:21","2773","26021285","忙しくなると、周りが見えなくなる。","自分は商いが好きと気づいて、商社を選んだ。","大切なのは、自分のことと相手のことをよく知ろうとすること。","向き不向きは、会社のミッションと照らし合わせる。","商売は社会に役立つものでないと続かない。"
"2022/04/27 09:15","2772","24022816","無意識でも将来のために経験が積み上がっている","自分の興味ない情報かもしれないけど自分の将来の宝になる可能性がある情報もある","自分のことでめいっぱいで周りが見えなくなるのは良くない","忙しい忙しい言ってる人＝心を無くしている人","何かを成し遂げてる人は最後まで諦めてない"
"2022/04/27 09:11","2771","22021666","会話","対話","情報","人間万事塞翁が馬","心理はなんぢらに自由を得さすべし"
"2022/04/27 09:10","2770","22020392","心の余裕を持つ","相手を見ることは重要","商売は社会のためにならないと続かない","考えている以上のことが起こるが、楽しむ","嫌なことはいつか終わる、そしてその経験が力となる"
"2022/04/27 09:05","2769","26022231","起業じゃなくて会社の中での新規プロジェクト立ち上げという道もある","環境ビジネスはさまざまな部署が横断的に多角的な視点を持って行わないとできない","「忙しくて周りが見えていない」ということを自覚することが大切である","常に情報にアンテナを貼っておく","社会のためのビジネスじゃないと儲かり続けることはできない"
"2022/04/27 09:05","2768","29021110","チャンスを見過ごさないように情報のチェックを怠らない","心の余裕を持ち、周りを見ること","実際に現場で体験する","自分のことを知る、相手のことを知るという姿勢","一つのことに囚われすぎない"
"2022/04/27 09:05","2767","25020272","情報のアンテナを張る","自分に合った仕事を吟味する","自分を客観視できるようになる","会話、対話を磨く","最後まで諦めない"
"2022/04/27 09:03","2766","24022095","大学や社会の発信は将来の自分の宝かもしれないので意識する。","夢中になると周りが見えなくなり、人との関係性にも関連するので、心の余裕を常に持つことが大事。","世界を相手にする事で大事な姿勢は、自分を知り、相手を知ること。","前向きな採用が馬。物事は何がよくて何が悪いのか答えがないので、くよくよせず、反省した上ですぐに立ち上がって走っていくこと。","嫌なことも自分の味を美味しくするもの。"
"2022/04/27 09:01","2765","22022031","常に周りの情報に目を配り、自分の利益になることを見逃さない","インターンなどで多くの会社について知り、自分に合った職種を探す","忙しくて周りが見えていないことを客観的に自覚できるようにする","自分のことを知った上で、相手のことを知り、お互いのことを考えていく","ずっと集中し続けるのではなく、自分なりの気分転換の方法を見つける"
"2022/04/27 09:00","2764","22022424","情報の把握","見過ごしがちなことを理解する","心の余裕を大切に","行動力","前向きに受け止める"
"2022/04/27 08:59","2763","22022450","人生って自由","マネージメント","前向きな塞翁が馬","持続","精一杯楽しむ"
"2022/04/27 08:58","2762","26022065","中小企業に働く人が多い中で大企業と比べデジタルの恩恵を受けられていない","自分から難しくて、厳しい学部やゼミに入ったこと","自分に何があっていないのかを見つけることが大切","先輩が少ない企業を選んだこと","会社の待遇が良いことに甘んじるのではなく自ら新たな道を切り開いていく"
"2022/04/27 08:53","2761","29021455","自分に関係のない、興味のないことなど自分にマイナスな出来事も糧になる可能性もある！","忙しいときに第３者の目線で考えることが大切。外の目をもって常に客観視できるように！","悩みすぎない！自分をコントロールする力を育む。"," 正しい大学の情報をつかむことが大事！","自分の魅力のある物事に向かって取り組んで行くことで自分にとって利益を得ることが出来る。"
"2022/04/27 08:52","2760","22022332","心の余裕","悩みすぎない","忙しいは心を亡くす","会話と対話","真理はなんぢらに自由を得さすべし"
"2022/04/27 08:50","2759","22021781","大学の情報をキャッチする","心に余裕を持って人と接する","自分を知って他人を知る","前向きな塞翁が馬:失敗しても反省しつつ、くよくよせず次に活かす","背景が違う人との対話の力を磨く"
"2022/04/27 08:46","2757","24022776","どんなに忙しくても心のキャパシティはある程度持っていないとだめ","相手のことを見る","自分と相手は違うんだっていうところからスタート","何かを成し遂げている人は最後まで諦めない人","社会のためにならないと続かない"
"2022/04/27 08:35","2756","25022335","環境ビジネス","英語","総合商社","情報収集","心の余裕"
"2022/04/27 08:34","2755","37021436","前向きな塞翁が馬","忙しいは心を亡くす","会話と対話の違い","善意と仕組み","真理が自由にする"
"2022/04/27 08:31","2754","26022349","商社の教育は手厚い","毎日自分が成長していくことがわかるのが楽しい","どんなに忙しくても心のキャパシティを持つことが大切","自分のことを知った上で相手のことを知る","あんまりくよくよしない！"
"2022/04/27 08:29","2753","32020390","会社からの手厚いサポートがあるので、途中で抜けちゃうのはもったいない","身体の余裕を無くすよりも心の余裕を無くす方が仕事に影響する","忙しいと口にする人は心を無している","まずは自分と相手のことを知ること","前向きな塞翁が馬"
"2022/04/27 08:29","2752","29021378","環境ビジネス","ただしく物事を捉えないと方向性誤る","商社で働くとオーガナイザーのようにいろんな会社の物事を組み立てていける","商売が決まれば必ず貿易が生まれる","プラスチックは将来的に見ると絶対に量が増える"
"2022/04/27 08:29","2751","29022065","情報をきちんと受信する","就職活動は早めに","たくさんの人と対話する","信頼関係が大事","悩みすぎずリセットする"
"2022/04/27 08:17","2750","24020010","情報をキャッチする","心に余裕を持つ","自分のことと相手のことを知る","反省したらそのあとすぐ立ち上がる","Mastery for serviceの精神がなければ自己満足で終わってしまう"
"2022/04/27 08:16","2749","26021152","伊藤忠の三方よしという企業理念に基づいた環境ビジネスに注目する「着眼点」","大企業であっても自分で新しいビジネスを作る「創造性」","自分の向き不向きを客観的に俯瞰できる「客観性」","背景や宗教の全く違う人たちを相手に交渉できる「対話力」","目標に向かっている時、壁に当たっても諦めない「忍耐力」"
"2022/04/27 08:13","2748","31021524","忙しいと心の余裕がなくなる","関わる人に喜んでもらいたい","前向きな姿勢","楽しむことが大事","対話は背景が違う人と話すこと"
"2022/04/27 08:11","2747","22022626","全体を俯瞰しながらアイデアを出す","見逃しがちな情報発信のキャッチ","会話よりも、対話を大事にする","商売は社会の為にならないと続かない","悪いことがあって も、それが自分自身を美味しく味付けしてくれていると前向きに捉える"
"2022/04/27 08:01","2746","25022388","環境ビジネス","SDGs","社会経験","インターンシップ","人間万事塞翁が馬"
"2022/04/27 07:57","2745","22022703","今自分がワクワクすることをやっていると、未来につながることがある","心の余裕がない時にこそ、周りに人を見なければならない","社会において、バックグラウンドの違う人との対話が必要な時には、自分や相手のことを知り、お互いにとって何が良い方法なのかを考える必要がある","答えが出ないときも、その問題に向き合っていればいつか答えが出るかもしれないので、あきらめないことが大事","人生には何が起こるかわからないけど、時に失敗したときには、反省をしてくよくよせず前に進めばよい"
"2022/04/27 07:52","2744","26022376","プラスチック1000ｔを置き換えていくなかでビジネスを展開する","心の余裕を大切にする","仕事のやりがいは関わっている人が喜んでくれること","商社マンはバックグラウンドが異なる人と関わることが多いため自分を知り、そして相手を知ることが大切","『前向きな塞翁が馬』反省はするがすぐ立ち直って前に走り続ける"
"2022/04/27 07:51","2743","22021734","社会経験","国際経験","自分のことを知る","相手のことを知る","前向きにとらえる"
"2022/04/27 07:49","2742","29022473","自分でどんどん情報を手に入れにいくことが大切","前向きな塞翁が馬","まず自分のことを知り、そして相手のことを知ることでお互いにとって良い方向に向かうようにすることが大切","会話と対話は異なるものであり、対話は背景が異なる人とのものであり仕事で使う","心理は汝らに自由を得さす"
"2022/04/27 07:38","2741","25020268","自分で決断、自分で行動","新しいことにも積極的に挑める勇気","心のキャパシティを保つことの重要性","自分のこと、相手のことの両方を知る","前向きな塞翁が馬"
"2022/04/27 07:21","2740","26020144","人との関わりが大事","自分を知って、相手を知ることで商売をする","経験は、意識してなくても身につくことがある","就活の時、多くの企業をみる","心の余裕を持って人と接する"
"2022/04/27 07:09","2739","38022588","情報を自らキャッチしに行き見逃さない","問題の本質を見極める","たくさんの情報を見比べ吟味する","成長を感じて楽しむ","周囲を見て行動する"
"2022/04/27 06:54","2738","26022251","情報を見極めて手に入れる力が大切だということ。","忙しい時はぶっきらぼうになりがちということを自覚して心の余裕を持って接することが大切なこと。","実際に現場に足を運ぶことが商売で大事なこと。","自分のことを知り、相手のことを知る姿勢が大切であり、その上でだがいに良い商売をしていく。","人間万事塞翁が馬"
"2022/04/27 06:50","2737","24022278","商人の仕事はやり方は決まっていなくて、やりたいことをやることが自分にとっても、企業にとっても良い。","大学からの情報を見落とさず、自分で必要な情報を掴む。","失敗は引きずるのではなく、前向きに次に繋げる方法を考えることが大切。いいことも悪いことも楽しむこと。","外国語は語学能力よりも対話が必要で、対話には信頼が必要。","ビジネスは社会のためでないと続かない。自分達が未熟だと商売として成り立たない。"
