担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,25023406,世の中で起きていること全体で正しく物事を捉えて、方向性を見誤らないようにすることが何事にも大切,色々なことを見て俯瞰し、様々な領域で全体の商売を組織して組み立てれるのが商社の魅力の一つ,自分のこれからの一生に関わる大事な選択なので、出来るだけ就活は早くから始め、吟味することが大切,何事にも、どんなに忙しい時でも、心の余裕をある程度もっておくことが大事で、そうすることで効率が上がる,背景が異なる人と言葉を交わすことを対話といい、社会で必要とされるのは会話ではなく対話である, , , ,,, , ,0,, 
吉松,25023408,前向きな人間万事塞翁が馬,心の余裕をもって周りの人を良く見る,MasteryforServiceとは奉仕のための練達であり、人間的に継続的に成長することが大事,国際経験が就活で評価されることがある,伊藤忠商事は人数が少ないため個人の裁量が大きく自身が主体となって商売ができるし、教育環境が整っている, , , ,,, , ,0,, 
吉松,25023410,全体を俯瞰しながらアイデアを出していき、それを現実化することに商社の面白みはある。,自分の選んだ企業に入ってみて何か違うなと思ったとしても、人生は自由。続けるかやめるかも選択できる。,忙しいと周りが見えなくなるが、大切なのはそれを自覚しているかしていないかである。,なぜ失敗したのかを反省し、その上ですぐに立ち上がって走っていく。それがとてつもなく良いことに繋がる。,嫌なことはそう長くは続かない。自分の人生の面白みに繋がるという風に、ポジティブに考えると良い。, , , ,,, , ,0,, 
吉松,25023411,心の余裕を持つ,必要な情報を見逃さない,人間万事塞翁が馬,悩まず前向き考える,商売は社会のためにする, , , ,,, , ,0,, 
吉松,25023412,入社したあとに専門的な知識を深掘りしその経験を生かしてビジネスをクリエイトすること。,どんなに仕事が忙しくても心の余裕を持ってチームで連携し周りに目をむける。,何が良くて何が悪いか分からない中何でこうなったかを考えその上ですぐに立ち上がって走り出す。,商社にはいろいろな領域で考えることができ、全体を補完しながらアイデアを個人やチームで実現できる。,自分とはまったく関係ないたくさんの情報の中に将来の宝が生まれている。, , , ,,, , ,0,, 
吉松,25023413,sdgs,商売は社会のためを第1に考える,商社の世界ではまず自分と相手を知り、何がいいかを探すこと,前向きな人間万事塞翁が馬,会話が出来なくても対話を頑張る, , , ,,, , ,0,, 
吉松,25023414,全体を俯瞰しながら物事を見ることで新たな発想がたくさん生まれてくる。,自分自身を全く慣れない環境に身を置くことで自分の変化に築くことができる。,どんなに忙しくもこころのキャパシティを持っておくことで周囲からのイメージも変わる。,何が正解で何が間違いかは分からないけどあまり気にせず前を向いて進むこと。,物事がすべて上手くいくことはないけれど真剣に向き合うことが大切である。, , , ,,, , ,0,, 
吉松,25023415,海外での経験は就職に有利,社会にでたら対話が大事になってくる,約１８０社ほどの会社の説明を聞き、しっかり第一志望を決めた。調べ上げる大切さ,海外とは宗教に対する考えが日本と大きく違う,とにかくポジティブに考える。, , , ,,, , ,0,, 
吉松,25023419,自分の気持ちを落ち着かせて相手と接する,実際に他国に行って現地の人々と物事について考える,最初はできなくても経験を積み重ねることで自分自身の成長を感じられるようになる,自分なりの方法で商売をする,自分とは違う背景を持つ人々と対話をすることが大切である, , , ,,, , ,0,, 
吉松,25023420,商社は自分で商売自分が主体,お客様の中ではコンサルタントのようなもの,仕事のやりがいは関わってる人が喜んでくれる,精一杯まずは楽しんで嫌なことは長くは続かないし自分の力になるので前向きに,世界を相手にする上で必要な姿勢は、自分とバックグラウンドの違う人と関わること, , , ,,, , ,0,, 
吉松,25023421,心の余裕がないほうが体の余裕がないことよりもよくない,仕事のやりがいは関わっている人が喜んでくれること,辛いことは長くは続かないから自分の経験になるいいスパイスだと考えるべき,前向きな塞翁が馬,相手のバックグラウンドを考え、知り、してもらうことが大事, , , ,,, , ,0,, 
吉松,25023422,儲けるのはいいことだが社会のためにならないものは続かない,自分ですぐ独立するのもいいが一回商社に入りノウハウを学ぶことも大切,海外の方（文化の違う国）と商いをする際にはまず自分の文化・価値観を知ること,儲けることが好き・人と交渉し交わる商いが好きという人が商社に向いている,今地球で問題になっていることを解決していくこともできるし商売にもなることを見つけていくことが大切, , , ,,, , ,0,, 
吉松,25023423,前向きな人間万事塞翁が馬,何かを成し遂げた人は最後までやり遂げた人,忙しいの漢字を分解すると、心をなくすという意味。,社会が求めているのは、会話能力ではなく対話できる能力,自分の運命をかえるような情報でも見落としがち, , , ,,, , ,0,, 
吉松,25023424,人生は自由,仕事は大変だけど、成長しているのがわかるから楽しい,体の余裕をなくすより心の余裕をなくすほうが仕事に支障がでる,自分のこと知ることと相手のことを知ることは大事な姿勢,まずは精一杯楽しむ, , , ,,, , ,0,, 
吉松,25023425,前向きな塞翁が馬,気分転換の方法やルーティーンを持つことは大切,相手のことも自分のことも知ろうとする心,好きじゃないことや、目先の利益だけ考えた商売は長続きしない,忙しいとき周りが見えなくなるという自覚をもって行動しろ, , , ,,, , ,0,, 
吉松,25023426,情報を自ら自主的に収集すること、様々な情報に対するアンテナをはることの大切さ。,どんなに忙しくても心の余裕は持つこと。,社会のためにならないことは商売として持続していかない。,上手くいかなかったときには、反省点をしっかり考えたうえですぐ立ち上がり走っていく。前向きな塞翁が馬。,いやなことは長くは続かない、いやなことは自分の力になるということ。, , , ,,, , ,0,, 
吉松,25023428,宝を見過ごしがちということを自覚すること,自分は忙しくなると周りが見えなくなるということを心に持っておくこと,前向きな人間万事塞翁が馬,対話を通して信頼関係を築くこと,心理はなんぢらに自由を得さすべし, , , ,,, , ,0,, 
吉松,25023429,自分が忙しくなりがちということを客観的に見ることが大切ということ。,海外との交流が増えると日本人が宗教的な面などで少数派ということ。,商売は自分が儲けることの他に社会のためにならないといけないということ。,前向きな採用が馬。良くないと思う事でも良い事につながることがあるということ。,人生の中にある悪いことは自分を美味しくしてくれているようなものということ。, , , ,,, , ,0,, 
吉松,25023431,毎日自分が成長していると感じられることが、仕事の楽しさにつながる。,忙しくなると周りが見えなくなり、心の余裕のなさが仕事でのミスにつながる。,世界中の様々な国と直接対話をして、信頼を得る。,前向きな塞翁が馬。,うまくいかないことは、自分の味をおいしくしてくれるもの。, , , ,,, , ,0,, 
吉松,25023432,ポジティブな意味での塞翁が馬,心のキャパシティを持つ,情報収集を怠らない,日本人は少数派であること,時間が経てば良くないと思ってたことが良かったことのように思えたりその逆も起こりうる, , , ,,, , ,0,, 
吉松,25023434,一日に6社回った,たくさんの会社を探した,自分に合う会社に就職した,一度買ったら何度でも何度でも使えるボトルがある,大企業に入ったが合わないのでやめた, , , ,,, , ,0,, 
吉松,25023435,嫌なことから逃げない,ポジティブさ,海外経験をする,重要な情報を見極めて獲得する,対話の重要さ, , , ,,, , ,0,, 
吉松,25023438,一見無意味に思える情報でも自分にとって有益になることがある小林さんはそれで飛び級できた,自分が忙しい時は周りが見えなくなり空回りをしてしまうことがある,仕事のやりがいは関わっている人を喜ばせること,嫌なことが続いてもそれは次へのスッテプアップになる,海外に行くことはいろんな価値観を知れたりする, , , ,,, , ,0,, 
吉松,25023439,自分のこと相手のことを知ることが大事,前向きな塞翁が馬,反省はしてもすぐに立ち上がる,自分たちが作るものや自分たちが未熟だと商売が成り立たない,嫌なことは長くは続かない, , , ,,, , ,0,, 
吉松,25023440,心に余裕を持ち落ち着くことが大事,わからないことや気になることは積極的に調べるようにする,悩みから抜け出すための方法を考えることが大切,良いこと悪いこと両方あるがいつでも楽しみながら前向きに生活することが大切,よくないことがあったとしても悩みすぎず楽に捉えることが重要, , , ,,, , ,0,, 
吉松,25023442,忙しくても心の余裕を持つ,気張りすぎると良いアイデアが浮かんでこない,情報をうまくキャッチする,興味のあるものは全て見る,利益を得ることや商売に興味を持つことが大事, , , ,,, , ,0,, 
吉松,25023443,自分で商売をやっていくところに商社の魅力を感じた,自分の心のコンディションが他人に大きな影響を与える,関わっている人が喜ぶときに仕事のやりがいを感じる,世界を相手にするには相手と自分を理解することが大切,前向きな塞翁が馬を大切にしている, , , ,,, , ,0,, 
吉松,25023444,関学は人が面白く、楽しい空間である。,忙しくて心の余裕がなくなるとうまくいかなくなる。相手をよく見ることが大切。,商売は、社会の役に立たないと長く続かない。,前向きな塞翁が馬。その失敗は後の成功の基かもしれない。,悪いことは長くは続かないし、後々自分の力にもなる。, , , ,,, , ,0,, 
吉松,25023445,人間万事塞翁が馬,自分達は、自分達にとって宝物のような情報を見過ごしがちだということを自覚する。,心の余裕をなくし、周りのことが見えなくなりがちだということを自覚する。,失敗してもくよくよせず、なぜ失敗したのか反省をしてすぐ立ち上がり走っていく。,良いことも悪いことも多く起こるから精一杯楽しむ。, , , ,,, , ,0,, 
吉松,25023446,私たちは大切な情報を見落としがちなので、kwicなどの情報発信をキャッチすることが重要である。,忙しいと考えず、自分に心の余裕がなくなるということを自覚するかしないかが鍵になってくる。,前向きな塞翁が馬。失敗しても、反省は必要だがあまりくよくよせずすぐに立ち上がることが大切。,会話も重要だが、社会では海外の方などの背景の異なる人と話す対話が重要である。,新しいことは精一杯楽しみ、大変なことは自分の人生に味をつけることだと思って最後まで諦めずに対応する。, , , ,,, , ,0,, 
吉松,25023447,SDGs,アジアにグローバル展開,色んな情報に目を通す,色んな領域で考えながらアイデアを現実化していくのが商社の魅力,自分が忙しい時に周りが見えているか自覚できているかどうかに差が出る, , , ,Pattern59,SDGsアジア展開情報目領域アイデア現実商社魅力自分時周り自覚差,"対象:24022547 時期:2022/10/03 14:18全てのキーワード:SDGs,アジアにグローバル展開,色んな情報に目を通す,色んな領域で考えながらアイデアを現実化していくのが商社の魅力,自分が忙しい時に周りが見えてるいるかどうか自覚出来ているかに差が出る", ,0,, 
吉松,25023448,自分を磨いて仕事を磨く,真理が君たちを自由にする,前向きな塞翁が馬,どんなに忙しくても心のキャパシティーを広く,物事は何が良くて何が悪いかわからない, , , ,,, , ,0,, 
吉松,25023449,卒論でコンビニについて書くためにコンビニのアルバイトを始めた,就職活動で様々な会社にインターンに行ったあと、コンサルトと商社に絞った,アイデアが浮かばないときは程よく休憩をとってリフレッシュ,SDGｓを考えながら環境ビジネスを作る,前向きな塞翁が馬, , , ,,, , ,0,, 
吉松,25023450,掲示板などの情報を活用し自分で動くこと,奉仕のための練達がないと自己満足で終わってしまうこと,前向きな塞翁が馬,嫌なことがあっても自分をおいしくするものと思って前向きにとらえること,精一杯楽しむこと, , , ,,, , ,0,, 
吉松,25023451,商社は何でも屋,もし、戻れるなら企業もしたい。,スープを作る時に意外なものを入れた方が美味しいように自分にもすこし意外性があるものを取り入れる。,商売は社会のためになるものでないと長続きしない。,真理はわれらを自由にする。, , , ,,, , ,0,, 
吉松,25023453,商社の自由さ,行動することの重要性,仕事における人のつながり,大学の講義とのつながり,主体的に行動すること, , , ,,, , ,0,, 
吉松,25023454,大学からの情報発信は、どんな情報であれ自分で随時確認する事が大切。,忙しいと感じた時は、心に余裕を持たせる。,「前向きな塞翁が馬」つまり、失敗をしても反省をしたらすぐに立ち上がって前え進むことを意識する。,まず自分自身を理解し、そして相手について理解した上で対話をすることが大切。,嫌な事があっても、それを取り入れれば自分に磨きをかけることが出来るという考え方をする。, , , ,,, , ,0,, 
吉松,25023455,情報発信のキャッチ,忙しいを自覚すること,商売は社会のためにならないと続かないこと,前向きな塞翁が馬,人生はスープと同じで、いろんなものが入っていた方がいいということ, , , ,,, , ,0,, 
吉松,25023456,自分が主体,自分と相手を知る姿勢,相手の立場になる,商売として成り立たせる,取引では心と心を通わせることが大切, , , ,,, , ,0,, 
吉松,25023457,関わってくれる人にモチベーションを感じる,人との関わり,どんな世の中になっても対応できる人,クヨクヨしすぎない,落ち込んでも沼からでる, , , ,,, , ,0,, 
吉松,25023458,人生は自由だから力がつくと思ってやってみるのもよし、違うと思ってやってみるのもよし。,体の余裕より心の余裕のほうが仕事に影響がでる。どんなに忙しくてもある程度の心の余裕があるように。,世界を相手にする上で必要な姿勢はまずは自分を知り、相手を知ることが大事。,気分転換は大切で、ただ働いていてもいいアイデアは浮かんでこない。,嫌なことは長くは続かないし、自分のためになるので前向きに考えていくとよい。, , , ,Pattern77,人生自由力体余裕心余裕ほう仕事影響程度心余裕世界相手上必要姿勢自分相手こと気分転換アイデアこと自分ため,"対象:25023077 時期:check全てのキーワード:人生は自由なので力がつくと思ってやってみてもよし違うと思ってやめるのもよし。,体の余裕より心の余裕のほうが仕事に影響がでる。どんなに忙しくてもある程度の心の余裕があるように。,世界を相手するうえで必要な姿勢はまずは自分を知り相手を知ることが大事。,気分転換は大切でただ働いてもいいアイデアは浮かんでこない。,嫌なことは長くは続かないし自分のためになるので前向きに考えていくとよい。", ,0,, 
吉松,25023460,連携を取って全体でアイデアを出す,物を交換できる所は限られていたけどコンビニなとが今は増えている,情報は隠れているのでしっかり集める,仕事にはメンタルの余裕が必要,悩みすぎずに頑張る, , , ,,, , ,0,, 
吉松,25023462,心を亡くすと書いて忙しいと読む。定期的に休んで心に余裕を作るべき。,コンビニは24時間ずっと物の取引空間があるから面白い。,同じ具材のスープよりも異質な具材が入ったスープの方がおいしい。つらい経験も自分の味になる。,発信された情報をしっかり受け取ると、自分にとって有意義な物事に出会うことが出来る。,商売を環境ビジネスに取り込むことで環境ビジネスを持続させることが出来る。, , , ,,, , ,0,, 
吉松,25023464,自分のことを外の目をもって気づくこと,忙しいということは心を亡くしている,くよくよする時間は短く反省は大切だが、失敗したとこから成功に繋がることもある,対話は背景が違う人と話すことである会話だけではなく対話することが大切である,自分を回復させる方法を覚える, , , ,,, , ,0,, 
吉松,25023467,プラスチックは軽量であるから、輸送のエネルギーを抑えることができ、地球温暖化を防ぐことができる。,1日6社、1ヶ月で約180社の説明会に、回ったこと,心の余裕を持たなければならないと気づき、態度など全てを改めたこと。,前向きな塞翁が馬反省をしたら、前を向いて進んでいくことが大事であること。,"英検4級で商社に入り、苦労したが1,2年の、努力で英語を不自由なく話せるようになった事。", , , ,,, , ,0,, 
吉松,25023468,言葉が通じなくても心では繋がってる,自分が主体となって仕事をしていく,心に余裕を持って丁寧に相手と接する,過去を思い出したときに恥ずかしくなることはあるが、人としては成長している（成長したい）,よくないことがあったとしても、その後には良いことがある（前向きな塞翁が馬）, , , ,,, , ,0,, 
吉松,25023469,世界を相手にするうえで大切な姿勢は自分を知り相手を知ること,心の余裕を持つこと,前向きな塞翁が馬,忙しいというのは心を亡くすということ,関わっている人たちの喜びが仕事のやりがいとなる, , , ,,, , ,0,, 
吉松,25023470,アルバイトをすることで社会経験を積んだり世の中を知ったりすることができる。,大学の情報をしっかりとチェックすることは大切である。,どんなに忙しくてもある程度の心のキャパシティーは持っておくべきである。,世界を相手にするうえで大切なのは自分と相手は違うということを認識すること。,「前向きな塞翁が馬」物事の良し悪しは分からないのであまり悩みすぎないようにする。, , , ,,, , ,0,, 
吉松,25023473,国際経験の豊かさ,心の余裕,人との関わり,前向きな塞翁が馬,対話, , , ,,, , ,0,, 
吉松,25023474,ゲストの方が言っていた（自分と相手は違う）,先生が言っていた（自分が忙しいと周りが見えなくなる）,ゲストの方が言っていた（自分が成長しているっていう感覚がわかるのはたのしい）,先生が言っていた（吟味できる学生は少ない）,ゲストの方が言っていた（いいところを使いながら悪いところを改善する）, , , ,,, , ,0,, 
吉松,25023475,心に余裕をもつ,奉仕のための練達,三国貿易,SDGs,やりたいことをやる, , , ,,, , ,0,, 
吉松,25023476,商売,飛び級,情報,masteryforservice,会話と対話, , , ,,, , ,0,, 
吉松,25023480,たくさんの人との対話が大切,前向きな人間万事塞翁が馬,悪いことが起こっても長く続くわけではないということ,忙しいと周りが見えなくなり人にあたってしまうことがある忙しいときは心を亡くしている,関わる人が喜んでくれることが商社で働くことの良い点, , , ,,, , ,0,, 
吉松,25023481,自分がしてみたいと思っていることにはとにかく挑戦することが大切,心に余裕を持つことが仕事をしていく中で大切,作業をしている中でも、気分転換をすることが大切,どんなことにも前向きに生きていくことが大切,人とコミュニケーションをとっていくことが大切, , , ,,, , ,0,, 
吉松,25023482,商売というものは自分の利益を追求することのみでは続けられず社会の役に立つものでなければならない。,忙しい時こそ人を見て丁寧に接することを心掛けるべきである。それが仕事を円滑に進める。,がむしゃらにやったからといっていい結果は出ないのでしっかりと休むことが大事である。,普段から大学からの情報に目を光らせてを自分のためになる情報を常に仕入れる準備をしておくべきである。,海外の人と仕事をすることで得られる学びはとても大きい。, , , ,,, , ,0,, 
吉松,25023483,前向きな塞翁が馬反省したうえで立ち上がって次につなげる,自分を磨いて仕事を磨いて社会のためになる,忙しくても心のキャパを持っておかないと周りが見えなくなり仕事が回らなくなる,自分とバックグラウンドが違う人と会うときはまず自分を知る,嫌なことが起きても自分をおいしくしていると考えて前向きに捉える, , , ,,, , ,0,, 
吉松,25023484,商社はさまざまなことを取り扱っている,会話だけでなく対話も重要である,入社する際企業からの印象も大事になる,忙しい時に冷静になれる,情報をマメ確かめチャンスを逃さない, , , ,,, , ,0,, 
吉松,25023485,大学がらの情報を見逃すことなくキャッチすること。自己管理の重要性,自分にとって意味のないことつらいことが将来じぶんをよくする材料になるということ。,忙しいくならない。自分を客観視できるようにする。周りが見えなくなってきているときに気付くこと。,自分が好きなことをする。企業を調べていく中で自分も探すこと。,商売は社会のためにならないと続かない。周りにすることが結局は自分にかえってくる。, , , ,,, , ,0,, 
吉松,25023486,何事も自分に関係ないものと考えず、情報をチェックする,周りを見て心の余裕を持つ,様々な人との対話を大切にする,辛いことがあっても簡単にあきらめない,利益ばかりを追い求めるのではなく、これからの社会につながる行動をする, , , ,,, , ,0,, 
吉松,25023487,環境関連の新しい技術を見つけ、日本やアジア、グローバルな展開を行う。,プラスチックのいい部分を活かして悪い部分を置き換えていく。,商社って何か会社的には何でも屋,仕事のやりがい関わっている人達が喜んでくれること。人との関わりにモチベーションを感じる。,塞翁が馬。物事は何が良くて何が悪いかわからない。, , , ,,, , ,0,, 
吉松,25023488,私は、主体的に情報を集めることが大事だと思いました。先生から伝えてくることがあまりないからです。,私は、心に余裕があるかないかを自覚する事が大事だと思いました。自覚しないと周りに迷惑になるからです。,私は、何事も反省して前向きに取り組んでいこうと思いました。自信をもつ事ができるからです。,私は、人と関わりをもつ事が大事だと思いました。そのために、いろいろな人と会話をしようと思った。,私は、万事塞翁が馬という言葉が大事だと思いました。この言葉は、大学入試にとても当てはまると思った。, , , ,,, , ,0,, 
吉松,25023489,前向きな塞翁が馬,社会に貢献しようとしないと一時的な利益を得ても続かないということ,やりたいことと異なることでもどこかで役立つことがあるということ,様々な企業のインターン、就活をして比較すること,自分を理解しているからこそコンサルティング会社と悩んだときに商社を選べたということ, , , ,,, , ,0,, 
吉松,25023491,過去のことを反省するのも大切だが、くよくよしすぎない。,スキルだけでなく人としても成長して社会に貢献する。（奉仕のための練達）,仕事など、自分のことで頭がいっぱいにならないように心に余裕を持ち、周りを見る。,一発なにかを打ち上げるだけではなく、それらが回るように仕組みを作る.,失敗したり挫折したりしても、それがあったからこそ今の自分につながっていると考える。, , , ,,, , ,0,, 
吉松,25023492,前向きな塞翁が馬,どれだけ忙しくても周りを見るようにする,机をきちんと整理する,プラスチックごみによる汚染を防ぐ,自分から積極的に行動を起こす, , , ,,, , ,0,, 
吉松,25023493,国際経験,自分の成長を実感できる,くよくよしない,塞翁が馬,masteryforservice, , , ,,, , ,0,, 
吉松,25023494,商社(三方よしをモットーにしながら、船の手配や海外の取引先への出張等の貿易実務をも行う何でも屋さん),忙しい時こそ周りや自分を理解する(そのことでコミュニケーションや信頼関係が向上し、成功体験へと導く),前向きな塞翁が馬(困難なことにはくよくよせず、良いことにもぬか喜びせず、物事を前向きに捉えていこう),細かな洞察力(小林さんの場合、掲示板に紙媒体で貼られるのみだった飛び級制度を利用して大学院に飛び級),MasteryforService(小林さんの場合、商売が成り立つことを条件として自分を鍛える), , , ,,, , ,0,, 
吉松,25023495,体の余裕を無くすより心の余裕を無くすほうが仕事に影響する,心のキャパシティがチームを連携させる,お酒を飲めなくても、心と心の交流があればいい,自分のことを知り、相手のことを知ることが大事,前向きな塞翁が馬, , , ,,, , ,0,, 
吉松,25023496,環境ビジネス,コンサルタント会社,三国貿易,前向きな塞翁が馬,人と人の繋がり, , , ,,, , ,0,, 
吉松,25023500,前向きな塞翁が馬,伊藤忠商事は教育が厚いので仕事に合わなくても続けていけば楽しくなる。,海外との仕事では相手とのコミュニケーションが大切でしっかりと会話する。,海外との三角貿易において違う国同士の取引は自分の信頼が大事。,大学院は大学よりももっと詳しく学べる機関で卒業してもなお受けたいと思う価値ある授業。, , , ,,, , ,0,, 
吉松,25023501,大学院での学び、飛び級制度や博士課程,塞翁が馬,商社は向き不向きより好きかどうか,伊藤忠での働き方、自分自身で動く、夢中になってしまった,Masteryforservise, , , ,,, , ,0,, 
吉松,25023502,伊藤忠は海洋プラスチックごみが社会問題となかでそれをビジネスと捉えて社会を変えていこうとしている企業,プラスチックは軽いので輸送時のCO2排出量が少ない衛生的で軽いわりに強度がある,石油由来なので生産時にCO2を排出するほか微生物によるぶんかいがおこらないため海洋にゴミとして残る,集めたごみを選別し破砕しペレットとよばれるプラスチック製品の原材料に変えられる,出来上がった製品はブランド化され商標登録する, , , ,,, , ,0,, 
吉松,25023503,3方よしを大切に。お客様や仕入先の人に喜んでもらえることが社会にとって良い。,忙しいと余裕をなくしてしまいがちだけれど、どんなに忙しくても心の余裕は持っていないといけない。,自分と相手は違う。その上でお互いにとって何がいいのかを一緒に考え、アイデアを作り、商売を作る。,会話ではなく対話する力を求められている。,人間万事塞翁が馬。最後まで諦めずにやり続ける。周りの環境に対応していく。, , , ,,, , ,0,, 
吉松,25023504,飛び級制度などの仕組みも大学の掲示板で知った。kwicをしっかりチェックすることが大切,心の余裕を持つために相手を見る,コンビニバイトで社会人のことを深く知れた。それが良い経験だった。,まずは自分のことを知ることが大切である,仕事に必要なのは会話ではなく対話である, , , ,,, , ,0,, 
吉松,25023505,世界を相手にするうえで必要な姿勢は自分のことと相手のことを知る姿勢と一緒に考え商売を作ること。,仕事をするうえで必要なのは日本人の苦手な対話。対話は会話と違い背景の違う人と言葉を交わすこと。,１対１で対話できる能力があると信頼関係を築くことができる。社会が求めているのはこのような能力。,kwicなどには見過ごしがちな自分の未来に宝となる情報が埋もれてるためたこまめにチェックすべき。,商社で働く魅力は商売全体をオーガナイザーでき全体を補完しながら出されたアイデアを現実化できるところ。, , , ,,, , ,0,, 
吉松,25023506,人生万事塞翁が馬,対話を通して自分と相手を知る,就活の時は可能な限り様々な会社を見て回る,忙しくなると心に余裕がなくなるため、できるだけ心をリフレッシュして仕事をする,失敗したら、反省しつつも前向きでいたほうがいい, , , ,,, , ,0,, 
吉松,25023507,人間万事塞翁が馬,自分の力になる,商売,心理なんじらに自由と得ざすべし,仕事のやりがいは人との関わり, , , ,,, , ,0,, 
吉松,25023508,全体を俯瞰して楽しみながらアイデアを出すことが商社の魅力。,商社とはいろんな領域のものを一つにまとめて行う（全体をオーガナイズする）ことである。,仕事において心の余裕がなくなると仕事が回らなくなったり他の人への言動に影響が出る。,仕事は楽しくないことは無いがしんどかったりしたら休憩することが大事。,何があってもすぐに朝立ち上がる前向きな塞翁が馬という言葉を大事にしている。, , , ,,, , ,0,, 
吉松,25023509,商社の魅力は、全体を俯瞰して、いろいろなアイデアを出していくこと、グローバルに活躍出来ること,情報は見逃さず常に取捨選択する事,忙しいときに周りを自分は見えなくなることを自覚する,対話は背景が違う人と、会話を交わすこと,商売は、社会に貢献しないと意味がない前向きな塞翁が馬, , , ,,, , ,0,, 
吉松,25023510,体の余裕がなくなるより心の余裕がなくなるほうが人間としても仕事としても良くないということが分かった,商社だけでなく全ての仕事において自分や相手のことを詳しく知ることは仕事をするうえで大切だと分かった,会話は同じ環境の人と話すことで対話は背景が違う人と話すことを意味し、仕事では対話が重要になってくる,何か失敗して落ち込むのではなく将来の自分の経験として役に立つことが多いので前を向くことが大切,MasteryforServiceは学び終えるということはなく一生涯学び続けていくものということ, , , ,,, , ,0,, 
吉松,25023511,関係ない情報に将来に生きる宝がある,相手のことを考える目配り気配り精神,前向きな塞翁が馬,会話と対話の違い,自分のことと相手のことを知ることで得られる信頼関係, , , ,,, , ,0,, 
吉松,25023513,あきらめないこと。,自分に余裕がないときに周りが見えなくなるかどうか自覚しておくこと。,背景が違う人と対話すること。,失敗してもくよくよしなこと。,情報を自分からキャッチすること。, , , ,,, , ,0,, 
吉松,25023514,社会に出商社などの会社に入って仕事をするにあたり自分自身で海外に足を運ぶこと。,海外企業と仕事をするにあたって人とのかかわり（心と心の交流）が大切である。,商社の世界での交流にはまずは自分のことを知り相手のことを知って何がいいのかを探すこと。,前向きな人間万事塞翁が馬。,会話ができなくても対話を頑張る。, , , ,,, , ,0,, 
吉松,25023515,自分自身で足を運んで海外に訪れること,海外企業と仕事をするにあたっての人との関わり,商社の世界ではまず自分と相手を知り、何がいいかを探すこと。,前向きな人間万事塞翁が馬,会話が出来なくても対話を頑張る, , , ,,, , ,0,, 
吉松,25023516,いいところを残しながら、悪いところを改善する。,塞翁が馬,商社は自分で商売をやっていく,ファイナンスは今からもこれからも重要,奉仕の部分を意識しながら自分を鍛え上げる, , , ,,, , ,0,, 
吉松,25023517,商社とは自分で商売をしてお客様のためになることを自分でかんがえること,心の余裕をなくすのが大事そうしたら周りが見れて丁寧にいうことができる,体の余裕をなくすなくすより心の余裕をなくしたほうがいい,自分のことを自覚することが大切自分は周りをみれているのかいないのか,人間何かを成し遂げている人は最後まであきらめなかった人, , , ,,, , ,0,, 
吉松,25023518,社会に出て商社などの会社に入って仕事するにあたって自分自身で足を運んで海外に訪れること。,外国企業と仕事するにあたって人とのかかわり（心と心の交流）が大切。,世界との交流はまずは自分のことを知り相手のことを知って何がいいのかを探す。,前向きな人間万時塞翁が馬。,会話ができなくても対話を頑張る。, , , ,,, , ,0,, 
吉松,25023520,忙しくても心の余裕を持てているか確認することが必要だということ。,世界を相手にするとき大事なのは、バックグラウンドが違うため、自分を知って相手をしること。,休憩や気分転換が大事。自分に合う気分転換方法を持っておいた方がいい。,何事にも前向きに、失敗しても反省をしたらくよくよせず歩みを進めること。,Kwicを使いこなして、多くの自分にとってあまり興味のない情報の中にある宝の情報をチェックすること。, , , ,,, , ,0,, 
吉松,25023521,国際経験,自分の成長を実感できるのは楽しい,心のキャパシティーに余裕を持つ,悪いことがあってもくよくよしない,まずは自分を磨く, , , ,,, , ,0,, 
吉松,25023523,プラスチック,SDGs,環境問題,多くの説明会を受ける,三国貿易, , , ,,, , ,0,, 
吉松,25023524,人間万事塞翁が馬はいい意味にとらえる。,全然英語ができなくても英語に触れる機会が多ければ一年から二年ほどで上達することができる。,就職活動は数多くの企業の中から自分に合ったものを選ぶことが大事。,デスクはきれいなほうがアイデアが浮かびやすいためきれいに整えておくことが必要。,MasteryforServiceはどれだけ時がたってもいつまでも重要な考え方。, , , ,,, , ,0,, 
吉松,25023526,心の余裕を持つには相手を見ることが大切,掲示板を見ないと飛び級制度がわからなかったためkwicできている連絡をよく見ておくこと,コンビニのバイトは社会人の在り方や働くことがどういうことかを学べるいい社会経験になる,自分のことを知りそのあと相手のことを知る,前向きな塞翁が馬, , , ,,, , ,0,, 
吉松,25023527,前向きな塞翁が馬,机が汚いと良いアイデアが浮かばないから机はきれいにしている,商売は社会のためにならないと続かない,自分が忙しくなってきたときに周り見えてないかもと外の目をもって気づく,人間は忙しくなったら周りが見えなくなることを自覚しておく, , , ,,, , ,0,, 
吉松,25023528,大学からの情報発信をきちんとキャッチする。,働くと、忙し過ぎて周りが見えなくなるから、そのことをきちんと自覚する。,日本がとても少数派であること。,商売は社会のためにならないと続かない。,悪い事が起きても、自分自身を美味しくすもの、味を作ってくれるものという考え方をする。, , , ,,, , ,0,, 
