担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,参考情報, ,NGワード数,NGワード一覧,再履修
森,29023488,常に情報をチェックし、使える情報は使っていくこと。,人間万事塞翁が馬という言葉を前向きにとらえること。,忙しくて自分のことに精一杯になって周りが見えなくならないように気を付けること。,自分自身の成長そのものを楽しむこと。,人との対話や会話が大事だということ。, , , ,,, , ,0,, 
森,29023492,前向きな塞翁が馬,対話（ダイアログ）,心の余裕,人が好き,商社, , , ,,, , ,0,, 
森,29023494,心の余裕がなくなるのは自分では分かりにくい,自分を知り相手を知る,対話は背景の違う人と話すこと,嫌なことは長く続かない,商売は社会のためにならないと成り立たない, , , ,,, , ,0,, 
森,29023497,商社は入社してから何年間かは専門知識を学び規模を広げていけるものである。またやりたいことができる。,大学院では戦争など社会に大きな影響を与えるものにどう対応するかについて考える場所である。,仕事を行うときはやりこむことも大切だが、心の余裕が必要不可欠である。配慮が欠ける可能性がある。,社会学部では社会全体の形をとらえることができるようになり、社会に基盤を作る難しさも学ぶことができる。,プラスチックを減らすことはいいことだと考えられているが、すべてを減らすと悪い点もある。, , , ,,, , ,0,, 
森,29023499,プラスチックをなくす動きはフードロスにもつながる,環境ビジネス,忙しいは心をなくす,対話が大事,奉仕をしながら自分を鍛える, , , ,,, , ,0,, 
森,29023501,自分のことも相手のことも考えること。,就活のインターンシップにたくさん行き、様々な経験をとうして自分のやりたいことを見つける。,情報をしっかりとつかみ、大学のゼミで学びたいことをしっかりと学ぶこと。,バイトも論文を書くためにコンビニのアルバイトを選んでいて、先を見すえて行動する大切さを学んだ。,自分は分からなくても相手は気にしてしまうことはあるからどんなに忙しくても心に余裕を持つこと。, , , ,,, , ,0,, 
森,31020067,大学の情報をキャッチする。掲示板をチェックしたりすることで自分に興味がない情報をつかむことができる。,忙しいと言っている人は心を無くしている人。忙しくても周りを見ないといけない。,自分のことを知ることが大切。そして相手のことも知る。その上でお互いにとって何が一番良いか知るべき。,前向きな塞翁が馬になること。前向きにとらえる。くよくよしないこと。,企業が求めるのはたくさんの友達ではなくたくさんの人と対話できる能力。, , , ,,, , ,0,, 
森,31020071,SDGs,ネットワーク,インターンシップ,人との関わり,塞翁が馬, , , ,,, , ,0,, 
森,31020076,学ぶことの楽しさ,前向きな塞翁が馬,英語力,忙しい人にならない,社会を知る, , , ,,, , ,0,,再履修
森,31020099,自分にとって必要な情報をきちんと収集することが大切である。,忙しいということを自覚しているかしていないかが人間性の差。,社会は背景が違う人と話す「対話」ができる人を求めている。,前向きな塞翁が馬,商売は社会の為にならないと続かない。, , , ,,, , ,0,, 
森,31020131,関わってくれる人が喜んでくれることが仕事のモチベーション,自分のことを知ることと相手のことを知ることは大事な姿勢,気分転換の方法を持っていた方がよい,前向きな塞翁が馬,反省は必要だけどくよくよせずにすぐに立ち直るべき, , , ,,, , ,0,, 
森,31020305,常に情報収集すれば道が広がる,忙しいと言っている人は心を無くしているのと同じ,対話は異なる背景を持った人と話すことで、会話は背景が似ている人と話すことである,商売は一発花火じゃなくて、仕組みとして回していくことが大切,「人生で起こる嫌なことは、自分自身を美味しくしてくれるものだ」と思い前向きに生きる, , , ,,, , ,0,,再履修
森,31020306,心に余裕持たせることの大切さ,会話と対話は別のもので社会に求められるのは対話,前向きな塞翁が馬,他人のことを知る前に自分のことを知る,商売は社会のためにならないと続かない, , , ,,, , ,0,, 
森,31020321,三方よし,バックグラウンドを知る,どんなに忙しくても心のキャパシティを保つ,対話,前向きな塞翁が馬, , , ,,, , ,0,, 
森,31020342,就活しようと思い立ってから180社も吟味してまわったことで気づきがあった。,社会学を学んでいたから社会に触れておきたい。,心の余裕をなくす仕事が回らなくなる。,世界を相手にする上で自分を知って相手を知る姿勢が大事である。,この先いいことも悪いことも起きうる。嫌なことは長く続かないし、嫌だと取り出してもいい。, , , ,,, , ,0,,再履修
森,31020343,前向きな塞翁が馬,心の余裕,奉仕するためには仕組みを作ること。,スープにいろんな具材を入れるようにさまざまな経験を積む。,困難を前向きに捉える。, , , ,,, , ,0,, 
森,31020344,目先の利益ばかりのビジネスは長続きしない。社会的インパクトを意識することが大切。,会話と対話は異なるものであり、ビジネスにおいては対話が非常に大切になる。,学生を含めた私たちは機会を逃してることが多々ある。幅広い視野を持つことが自己成長に繋がる。,どんなに忙しくても心のキャパシティを保つことは必要。自分を客観視すること。,反省をした上ですぐ立ち上がっていく姿勢が大切。それによって、思わぬ成果が出ることが多々ある。, , , ,,, , ,0,,再履修
