"回答日時","受付番号","回答ユーザ","第3回:キーワード①","第3回:キーワード②","第3回:キーワード③","第3回:キーワード④","第3回:キーワード⑤"
"2022/10/08 16:05","1215","34021149","法律知識において、実務と司法試験で必要とされる知識は全く異なる。","やると決めたら楽しむ。","周りと比べないで、自分のペースで物事を楽しむ。","弁護士の仕事は、第三者的に全力を尽くす事。","ビジネスを上手くやっていく上で、熱中することは良いが、俯瞰的にやっていくことが大切である。"
"2022/10/08 16:00","1214","29022525","やると決めたらやることを楽しむ","自分で考え自分で行動する重要性","来た波に誠意を持ち乗る","実績と自信のプラスのスパイラルをつくる","自分の小ささを自覚することが大人の始まり"
"2022/10/08 15:57","1213","29022464","『やると決めたら楽しむ』楽しむことでその物事を通してより成長できる","自分で考えて自分で行動することの大切さ。自分が上の立場になった時には下の人に任せることも重要だと考える","関学のネットワークのすごさ。人との出会いは自分を助けてくれるので、これから出会う人を大切にする","好奇心を持って色んなところへ足を運ぶこと。その時は気づかなくても後々良いことに繋がる可能性がある","アルバイトやインターン、授業には多大な価値が存在する。やっていることに意味があるため、何事も真面目に積極的に参加することで、自分自身の成長に繋がる"
"2022/10/08 15:55","1212","32021089","やると決めたら楽しむ","第三者の立場に立つ","物事を俯瞰的に見る","決断が鈍るのは情報の不足","チャレンジすることで何か新たな出会いがある"
"2022/10/08 15:54","1211","22021352","やると決めたらしんどいといわれることであっても楽しむ","仕事を丸投げされたからこそ自分のやり方で考えて責任を持って行い学べることがある","クライエントの気持ちに寄り添い、ホームページの時点からも自身も知ってもらう初期からの信頼関係の形成","仕事に直接関係する新しい仕組みにも適応し、常に学びを続ける姿勢が必要","出発点や関わり、出会いをとても大切にする必要がある"
"2022/10/08 15:52","1210","29022222","司法試験、やると決めたら楽しむ。楽しむと決める。","熱中することも大事だが、俯瞰できる、第三者の視点を持つ。","自分ってちっぽけだなと思うときが来ても、それは大人の始まり。自分で考えて自分で行動することで今につなげる。","来た波には乗る。知らないものを知るのは興味深い。目の前にあるものに一生懸命になる。","実績→信頼→自信→実績→信頼→自信の繰り返し。人とのつながりがとても大切。"
"2022/10/08 15:49","1209","26021385","やると決めたら楽しむ","第三者的な目線でその人に1番有益になることを考える","俯瞰的に見る視点","来た波には乗る（声をかけてもらったりしたらチャレンジしてみる）","いろんな場所に足を運んで実際に経験してみる"
"2022/10/08 15:49","1208","26021326","波に乗る","やると決めたら楽しむ","傾聴","司法修習生","契約"
"2022/10/08 15:42","1206","22022502","やると決めたら楽しむ","自分の小ささに気づくことが大人の始まり","挑戦を恐れずに取り組む","仕事や相手に誠意を持って接する","実績、信頼、自信はキャリアの正のスパイラル"
"2022/10/08 15:38","1205","26022080","やると決めたら楽しむ","人との関わりを大切にする","法律でこの世は回っている","関学ネットワークを感じる","弁護士は第三者目線で考える仕事"
"2022/10/08 15:31","1204","22022391","やると決めたら楽しくやり通すことが大切","一度体験してみると自分に合う仕事かどうかわかる","経験を積んでいくことが大切","自分にきた仕事をやりこなすことで不安が取り除かれる","実績を上げると信頼や自信につながる"
"2022/10/08 15:16","1203","23020596","やると決めたら楽しむ","自分で考えて行動する","努力したからこそ得られる","プライドを持って","真剣に向き合う"
"2022/10/08 15:10","1202","23022508","やると決めたらしんどいと思わず楽しむ","第三者目線になって考える。全体を俯瞰しその人の将来を考える。","自分で考えて、自分で行動する。","来た波に乗る","聞かれる前に連絡する。"
"2022/10/08 15:08","1201","24022326","弁護士の仕事は第三者的に全力を尽くすこと","やると決めたら楽しむ、楽しむと決める","一つ一つのお仕事は真剣勝負","来た波にのる","他者の利益のために働く"
"2022/10/08 14:59","1200","23020506","女性は資格をとったほうが良い","やると決めたら楽しむ","マイペース","自分との戦いから他者との戦いへ","人の役に立ってることが実感できる"
"2022/10/08 14:57","1199","36022034","この世は法律で回っている。","やると決めたら楽しむ。","弁護士の仕事は第三者的に全力を尽くす","依頼者と同じ視点ではなく違う面から全体を見るという視点をもつ。","弁護士は次々と入る新しい情報についていくためにずっと勉強できる人が向いている。"
"2022/10/08 14:17","1198","26021154","波を作ってくれている人に対して誠心誠意返す","実績を得ることによって信頼を得て、それが自信につながる","やると決めたら楽しむことが大切","自分が小さい頃、ちっぽけだったと思えたらそれが大人の始まり","自分で考えて、行動することが将来の活躍に繋がる"
"2022/10/08 14:14","1197","26021030","やると決めたら楽しむ。","弁護士はMastery for Serviceを実践しやすい。","弁護士の魅力は人の役に立てるのが実感できる。","依頼人と同じ目線になってしまうと視野が狭くなる。","弁護士は仕事を第三者的にしないといけない。"
"2022/10/08 14:10","1196","22022847","来た波には乗る","新しいことにチャレンジする","自分のことを知る","常に新しいことに取り組み楽しむ","やると決めたら楽しむ"
"2022/10/08 14:08","1195","26022484","やると決めたら楽しむ","弁護士は第三者目線で俯瞰して物事を判断","法律は決断の連続","自分で考えて自分で行動する","のびしろ、まだ成長できる"
"2022/10/08 14:04","1194","23022602","第三者の視点から見る","やると決めたら楽しむ","自分から足を運んで経験する","最後までやり切る","出会いを大切にする"
"2022/10/08 13:58","1193","22021177","やると決めたことはとことん楽しむ","依頼者に感情移入するのではなく、第三者の立場になって仕事する","自分で考えて行動する","声をかけてくれたら迷っても乗ってみる","誰かの役に立つ仕事"
"2022/10/08 13:54","1192","25022002","やると決めたら、楽しむ","自分はちっぽけな存在を感じたのは大人の始まり","波を作ってくれる人がいるなら、実績でその人たちに返す","実績があると自信がある、そして自信が実績を作る","楽しむことは自分の意志で決める"
"2022/10/08 13:54","1191","37021052","法廷で弁護士がドラマのように働くのは年に数回","司法試験で勉強したことと実際の弁護士の仕事に使うものは違う","世の中は法律でまわってる","やると決めたら楽しむ","結果的にかけがえのないもの"
"2022/10/08 13:51","1190","25022282","ちっぽけな存在","自分で考えて自分で行動する","テレビで顧問弁護士","波が来たら乗る","信頼が自信になる"
"2022/10/08 13:48","1189","22022685","やると決めたら楽しむ","自信","波に乗る","やり切る力","自分で考えて行動する"
"2022/10/08 13:46","1188","26022035","やると決めたら楽しむ","自分が成長できるボスを選ぶ","来た波に乗る","努力せずして得られるものはない","好奇心を持って様々なところに足を運んで経験を積む"
"2022/10/08 13:37","1187","36022313","知らないことは怖くない","やると決めたら楽しむ","俯瞰して全体を見る","傾聴","のびしろ"
"2022/10/08 13:36","1186","23022087","やると決めたら楽しむ","自分で考えて、自分で行動する","波が来たら誠意を持って乗る","実績→信頼→自信の正のスパイラル！","好奇心をもって、いろんなことを経験する。"
"2022/10/08 13:33","1185","24022267","やると決めたら楽しむ","自分がちっぽけと感じたら大人の始まり","自分で考えて、自分でやった","基本断らないで、来た波に乗る","他者の利益のために自分の知識を使う"
"2022/10/08 13:31","1184","22022198","やる時は楽しみ","第三者的に全力を尽くす","法律問題は決断の連続","自分がちっぽけだと思った時が大人の第一歩","来た波に乗る"
"2022/10/08 13:29","1183","26022302","やると決めたら楽しむ","自分がちっぽけだと思う日が来たら大人の始まり","友達に気付かされることもある","関学に入ったからにはネットワークを作る","波が来たら乗る"
"2022/10/08 13:27","1182","39022013","専門分野は自分の好きな物を宣言するもの","女性は資格を取るべき","やると決めたら楽しむ","企業で人を育てる","自分がちっぽけだと気付く"
"2022/10/08 13:19","1180","25022479","勉強することが嫌いじゃなかったから苦じゃなかった","知らないと怖いものがない。やると決めたら楽しむ。","関学の強さは社会に出ると卒業生が多いということ。","必死になるとそのことに疑問を持たない。","自分のものに自信を持つ"
"2022/10/08 13:12","1179","29020122","司法試験のために勉強したことと、実務で必要な知識は全く異なる。","一つひとつの仕事は、真剣勝負。","やると決めたら、楽しむ。","仕事をする上では、俯瞰的に物事を見るという姿勢が必要。","来た波には、乗る。"
"2022/10/08 13:11","1178","32022325","やると決めたら楽しむ","来た波には乗る","知らないことの方が興味深い","努力しない限り得られるものはない","全ての仕事は真剣勝負"
"2022/10/08 13:07","1177","23021251","やると決めたら楽しむ","熱中することも大切だが、物事を俯瞰的に考えることも大切","成功した経験を今後のモチベーションにつなげる","頂いた仕事を誠心誠意取り組むことで、信頼に繋り、実績、自身に繋がる","聞かれる前に行動する"
"2022/10/08 13:04","1176","23022050","分からないところをつぶす","好きなようにやれと言われて、逆に責任を持って頑張る","自分が不満に感じたことを、自分の事業でしない","自分の知識を他者の利益のためにやる","好奇心をもって、色々なことを体験し、それを経験にする"
"2022/10/08 13:01","1175","27020047","自分で考えて行動すること","楽しんで取り組むこと","流れに乗ること","新しい知識を常に獲得する","人との出会い"
"2022/10/08 13:01","1174","37021427","やると決めたら楽しむ","第三者的な視点","自分のペース","誠心誠意をもって来た波に乗る","真剣勝負"
"2022/10/08 13:01","1173","26020569","契約","司法試験","やると決めたら楽しむ","第三者的な視点","法律問題は決断の連続"
"2022/10/08 12:58","1172","29022323","実績を上げる→信頼を受ける→自信に繋がる→実績を上げる…というキャリアの正のスパイラル","法律の勉強を活かして起業したり政治家になれる人もいる","弁護士の魅力は人のお役に立てていることを実感できること","やると決めたら楽しんで続けて前向きにとらえる","来た波（与えられた仕事）に乗って誠心誠意やりこなす力"
"2022/10/08 12:51","1171","24022221","世の中は法律で回っている","やると決めたら楽しむ","司法試験は法律が実務で使えるかの試験","関学から人生が始まった","好奇心によって自ら体験するべき"
"2022/10/08 12:47","1170","23022025","やると決めたとこは楽しむ！","経験を通した自分の向き不向き","励まし合う仲間","来た波に乗る","俯瞰的に物事を考えることが大切"
"2022/10/08 12:44","1169","26022298","資格は取っておいた方がいい","きた波には誠心誠意全力で取り組まないと波を作ってくれた人に対しても失礼","やらなきゃ行けないならやると一貫して決めることが成功と継続の鍵","熱中するのは良いが客観的に第3者的視点で見ることが大切だと気づきその後から仕事のやり方が変わった","実績、信頼、自信はつながっている"
"2022/10/08 12:37","1168","24021793","やると決めたら楽しむ","第三者的な視点から考える","法律問題は決断の連続","来た波には乗る","関学が全ての出発点"
"2022/10/08 12:31","1167","24021322","自分がやりたいことに対して全力で取り組む。","つらいと思わず、楽しむと決めてやる。","常にポジティブ思考。","色々なことを経験して、実績につなげる。","何かにチャレンジして、自分の自信につなげていく。"
"2022/10/08 12:28","1166","22022688","わからないところを潰していく","過去の経験が役に立つ","違う面から全体を俯瞰する","コミュニケーションの力が必要","自ら体験してそれを経験にする"
"2022/10/08 12:28","1165","26022355","ビジネスでは、俯瞰的に見る、第三者的な視点をもつ。","大変なことは逃げずに、 やる時はポジティブにすること。","満足しないこと。","弁護士という仕事は自分が役に立てるという実感がつく。","できないと思っていてもやること、並に乗り自信をつける。"
"2022/10/08 12:25","1164","25020145","弁護士","司法試験","全体を俯瞰する","第三者的立場","クライアント"
"2022/10/08 12:25","1163","34022072","大変なことでも、一度やると決めたことは楽しむ","自分で考えて自分で行動することを意識する","きた波（チャンス・仕事）がきたら、それをくれた人に対して実績という形で返す","信頼を得られると、自信になり、実績に繋がる","好奇心を持って、自ら経験をして、学び、楽しむ"
"2022/10/08 12:23","1162","23022224","やると決めたら楽しむ","自分で考えて自分で行動することが将来につながる","自分で努力をしない限り得られるものはない","相手から尋ねられる前に自分から先に連絡し、信頼を築くことが大切","好奇心を持っていろんな現場に行って、自ら体験することが大切"
"2022/10/08 12:19","1161","29022260","やると決めたら楽しむ","仕事において第三者の視点で物事を見る","自分の存在はちっぽけだと思う","波が来たら乗る","実績?信頼?自信のループ関係"
"2022/10/08 12:18","1160","36022044","世の中は法律で回っている","知らないと怖いものがない","やると決めたら楽しむ","第三者的な視点を持たないとだめ","来た波に乗る"
"2022/10/08 12:15","1159","34020301","やるって決めたら楽しむ","嫌だって思ったらできなくなる","自分との闘いから他人も含んだ闘いへ","クライアントの気持ちに寄り添いすぎるのではなく、俯瞰して物事を見る","来た波には乗る"
"2022/10/08 12:03","1158","24021524","弁護士は俯瞰な視点を持たないといけない","自分の存在を再考するのが大人の始まり","好奇心を持って行動することが重要","普通のことにも色々な価値、意義が存在する","やると決めたら楽しむ"
"2022/10/08 11:58","1157","24022841","自分で考えて自分で行動する","信頼を得られると自信につながる","人との出会いが自分を助けてくれる","やると決めたら楽しむ","楽しむっていうのは自分の意思で決めること"
"2022/10/08 11:47","1156","22021796","やりたい事をする","何事にも挑戦する精神","決断のための準備の重要性","一つ一つの仕事は真剣勝負","来た波に乗る"
"2022/10/08 11:47","1155","24021523","すると決めたら楽む","頑張れば成果が","初めてでもやってみる","自分と他人の役に立つこと","いろいろな経験"
"2022/10/08 11:45","1154","23022348","やると決めたら、楽しむことを決める。","自信は実績を出して、周りからの信頼を得て生まれるものである。","自分がちっぽけだと思う＝大人の始まり","友達に気付かされたことを続ける。","波に乗って、誠心誠意努める。"
"2022/10/08 11:33","1153","24022078","成功体験を持つ","周囲の人との繋がり","来たものを自分のものにする力","実績から信頼、そして自信へ","やると決めたら楽しむ"
"2022/10/08 11:25","1152","36021536","やるんだったら楽しむ","資格は持ってる方が良い","俯瞰的に見ることは大事","自分で考えて自分で行動することも大切","やりたいことが決まってる人のやる気は違う"
"2022/10/08 11:21","1151","24021152","やると決めたら楽しむ","自分に合った学習方法が大切","第三者側の視点をもつ","自分で考え、行動することが大切","実績を残すことで自信につながる"
"2022/10/08 11:19","1150","26021451","やりたいことに集中する","やると決めたら楽しむことを決める","自分の小ささに気づく","自分で考えて行動する","伸び代を常に持つ"
"2022/10/08 11:11","1149","29022152","やると決めたら楽しむ","挫折は自分の糧になる","自分で考えて行動する","実績をあげることは大事","実績、信頼、自信のサイクル"
"2022/10/08 11:11","1148","26022188","やると決めたら楽しむ","物事を俯瞰して見る","来た波には乗ってみる","実績が信頼につながり自信になる","努力し続ける熱量"
"2022/10/08 11:09","1147","26022345","やると決めたら楽しむ","自分で考えて自分で行動することが大事","来た波には乗る","実績→信頼→自信→実績→・・・というキャリアの正のスパイラルが存在する","ビジネスなどにおいて熱中することは良い事だが、そんな中でも俯瞰的に見る視点がとても大切"
"2022/10/08 11:04","1146","24021200","やると決めたら楽しむ","自分で考えて自分で行動すること","来た波に乗り、波を作ってくれた人に実績で返す","実績を上げる⇒信頼を得る⇒自信をつけるというスパイラルを巡る","やりきる力、楽しむことを自分で決める"
"2022/10/08 11:01","1145","22021509","実務と司法試験で求められることが乖離している","今までにしてきたことではないことを選ぶ","やると決めたら楽しむ（楽しむことを貫く）","環境の変化に挫けない","自分の知識を他者の利益の前に使う。"
"2022/10/08 11:00","1144","24021076","やると決めたら楽しむ","弁護士の仕事は第三者的にする","好奇心をもち現場を体験する","弁護士の仕事は人の役に立つことが実感できる","弁護士はmastery for serviceを体現しやすい"
"2022/10/08 10:48","1143","32022341","やると決めたら楽しむ","自分で考えて自分で行動する","仕事をオファーしてくれた人に実績という形で誠心誠意返す","実績→信頼→自信というキャリアの正のスパイラルによって自信をつけていく","他者の利益のためにできることを探す"
"2022/10/08 10:46","1142","26022549","やると決めたら楽しむ","不安になっても焦らない。落ち着いて考える","目の前の仕事をこなし続けていく。","実績が信頼につながり、自信になり、実績につながる","好奇心を持って、たくさんの経験をする"
"2022/10/08 10:46","1141","37022019","専門分野とは自分の好きなものを宣言すること","やると決めたら楽しむ","俯瞰的に見る","自分に伸びしろがあるから満足していない","来た波には乗る"
"2022/10/08 10:40","1140","24022309","やると決めたら楽しむ。楽しむと決める。","あまり想像せずに波に乗ることも大切","1つ1つの仕事は真剣勝負","来た波、波を作っている人に対して誠心誠意で返す","関学の看板があってこその今がある。今の私は関学なしには語れない"
"2022/10/08 10:21","1139","26022425","やると決めたら楽しむ","第三者に目で見る","いろんなところに足を運んで経験する","嫌なことから逃げない","先輩にお世話になった分後輩に恩返しする"
"2022/10/08 10:18","1138","24022026","やると決めたら楽しむ","第三者的視点を持つ","一つ一つの仕事を真剣に取り組む","波が来たら乗る","自分に自信が持てる経験をする"
"2022/10/08 10:00","1137","26022464","法律の勉強は無駄にならない・道が広がる","実績??信頼??自信","他者の利益のために自分の知識を活用","好奇心を持ってさまざまな現場に足を運ぶ","やると決めたら楽しむ"
"2022/10/08 09:49","1136","26022119","周りの意見に振り回されない","やると決めたら楽しむ","ポジティブに取り組む","熱中的に取り組むのも大切だが俯瞰的な姿勢も大切　","何か声をかけて貰った時は積極的に乗る"
"2022/10/08 09:30","1135","37022627","大人の始まりは自分の小ささを知ってから","やると決めたら精一杯楽しむ","波が来たら乗る","実績信頼自信という正のスパイラルを作ろう","社会では人との出会いが自分を助けてくれる"
"2022/10/08 08:20","1133","23021257","消去法で法学部を選んだ。","知らないと、怖いものはない。","やると決めたら楽しむ。","来た波には乗る。","価値をみつける。"
"2022/10/08 08:08","1132","23022458","やると決めたら楽しむ","来た波に乗る","来た波をものにする","お金は降ってこない","出会いを大切に"
"2022/10/08 06:29","1131","31021539","すると決めたら難しいと思わず楽しむ","たくさんの経験が今にいきている","来た波には乗る","社会に出たら人と人とのつながりが大事","好奇心を持って体験し、経験を増やすことが大切"
"2022/10/08 05:14","1130","36022364","自分で学費を稼いでいるのをみて、自分はバイトをしていないのでもっと勉強するべきだと思う。","資格は持っていた方があとあといい。","やると決めたら楽しんでする。","進んでから問題があると大変なのではじめがとても重要。","きたチャンスを自分のものにする。"
"2022/10/08 04:20","1129","25020140","やると決めたら、楽しいと感じる","自分が役に立ったと感じた時の嬉しさ","色んなことを実見することが大事","自身と自責","好奇心"
"2022/10/08 03:16","1128","26022087","波に乗ってみる","実績と自信は繋がっている","第三者的な視点でみる","自分で考えて行動する","人との出会いを大切にして、ネットワークをつくる"
"2022/10/08 02:54","1127","26022605","やると決めたら楽しむこと","来た波に乗ることで得られるものがあること","人との出会いの大切さ","自分で考えて行動することの重要性","ネットではなく足を運んで経験することの必要性"
"2022/10/08 02:48","1126","23022301","女性は資格をとったほうがいい","やると決めたら楽しむ","今までの経験が役に立つことが出てくる","自分で役に立てることがあるんだということが初めてわかった","決断の連続"
"2022/10/08 02:05","1125","23022032","やると決めたら楽しむ","全体を俯瞰しながら、自分や地域のアイデアを出して現実化していく","商社とはお客様、将来のためになることを一緒に考えること","どんな世の中、周りの人で構成されていても諦めずに対応していくことが大事","他者の利益のためにmastery for serviceを活用できる方法を常に探す"
"2022/10/08 01:50","1124","29022072","やると決めたら楽しむ！","第三視点","決断の連続","来た波には乗る","人との出会いが人生を変える"
"2022/10/08 01:46","1123","24021786","やると決めたら楽しむ。","好奇心が大事。 ","前向きに捉える。","目の前のことをこなす。","実績、信頼、自信のスパイラル。"
"2022/10/08 01:32","1122","22021642","やると決めたら楽しむ","新人の時代から自分で考えて行動する","自分をわかってもらって依頼を受ける","今に満足せず、伸び代があると考える","最後の結果を想像しすぎないで、来た波に乗ってみる"
"2022/10/08 01:28","1121","25021131","知識が将来役に立つ","基礎を教える必要がある","人柄","やると決めたら楽しむ","Mastery for Serviceを体現する"
"2022/10/08 01:16","1120","23021374","やると決めたら楽しむ","第三者の視点を持つ","原動力となる自信をつける","現状に甘えず成長し続ける","好奇心を持つ"
"2022/10/08 01:04","1119","34020108","夢はいつ決まってもおかしくない。","やると決めたら楽しむ。楽しむときめる。","自分の価値観を自分で見出す。","来た波には乗る。","留学はした方が良い。"
"2022/10/08 01:00","1118","24020360","やると決めたら楽しむことが大事","来た波には乗る","法律の勉強は絶対に無駄にならない","目の前に来た仕事をこなす","好奇心を持って様々な現場に足を運んで自ら体験することが大事"
"2022/10/08 01:00","1117","22022768","大人になると自分の存在がちっぽけに思う","法律の勉強は無駄にならない","実績を上げることで自信に","やると決めたらたのしむ","必死に打ちこむ"
"2022/10/08 00:57","1116","24022290","司法試験で必要な勉強と実務で必要な勉強は違う。","やると決めたら楽しむ。","好きなことに熱中することも大切だが、自身を俯瞰的に見る為の第三者の視点も必要。","弁護士＝儲かると思われがちだが、一つ一つの案件に対して真剣に取り組まないと顧客からの信頼は得られないし、儲けにも繋がらない。","弁護士には枠がないので、法律の知識をもとに起業したり、政治家になったりといろいろな場面に応用できる。"
"2022/10/08 00:51","1115","29022317","自分のスタイルでで勉強を進める","やると決めたら楽しむ","来た波に乗る","努力しないと得られるものは無い","好奇心を持って自ら足を運んで経験する"
"2022/10/08 00:45","1114","34020082","1人で経験することが大事","あくまで第三者の立場で弁護する","物事を俯瞰的に見る","授業はシミュレーションする","自分が不満を持っていたような授業はしない"
"2022/10/08 00:45","1113","26022639","自分が好きなものを宣言する","やると決めたら楽しむと決める","自ら考え自ら行動する","きたものに寄る","実績、信頼、自信の地道な積み重ねが結果をうむ"
"2022/10/08 00:45","1112","22020445","経験","苦労したこと","大学に行ってよかった","授業","弁護士"
"2022/10/08 00:38","1111","23021379","ある事をすると決めたら楽しいと思って取り組むこと","自分の知識を自分の利益だけではなく他者の利益のために活用することがMastery for Serviceに繋がっていること","あることに熱中するのはいいけれど時には俯瞰的にそのことを見ること","弁護士になるには常に勉強を続けられる姿勢や前向きに捉えられる姿勢が大切だということ","自分が役に立てたことで次のステップに進もうとすること"
"2022/10/08 00:26","1110","24021153","やると決めたら楽しむ","横のつながりを大切に","自分で考えて自分で行動する","役に立てる喜びを忘れず、次に繋げる","新しいことは結果を考えすぎずとりあえず波に乗ってみる"
"2022/10/08 00:22","1109","29022225","やると決めたら楽しむ","弁護士の仕事は第三者的に全力を尽くすこと","自分の説明が十分では無いから依頼者が決断できない。十分であれば決断できている。","全部役に立つことは出来ないけど、自分には少しでも役に立てることがあると分かった。","来た波にのる"
"2022/10/08 00:14","1108","39022077","関学に通っていたことでOB・OGとの繋がりができた。","やると決めたら楽しむ","楽しむということは自分の意志で決める","最終的な結果までをあまり想像せずに波に乗る","弁護士はずっと勉強するのが好きな人だったり熱意がある人が向いている"
"2022/10/08 00:07","1105","38022207","やると決めたら楽しむ","自分が小さい存在だと気付く","想像しすぎないで波に乗る","つらい経験こそ役に立つ","実績、自信、信頼というスパイラル"
"2022/10/08 00:02","1104","23022583","やると決めたら楽しむ。嫌と思ったらできない","俯瞰的?第三者的に見ること","来た波に乗る","実績→信頼→自信","好奇心を持って自分の足で"
"2022/10/07 23:53","1102","22020370","（試験など）自分のペースでやる。","好きなことを宣言する。","第三者視点で見る。","傾聴する。","自分が努力しない限りお金は降ってこない。"
"2022/10/07 23:50","1100","22021700","周りに振り回されずにマイペースに取り組むこと。","やると決めたら楽しむ。","俯瞰的に見ること。（第三者的な視点を持つこと。）","若い頃から様々な経験をすること。","来た波に乗る。"
"2022/10/07 23:49","1099","22020174","企業で人を育てる","やると決めたらポジティブにする","自分で考えて行動する","傾聴する","一つ一つの仕事は真剣勝負"
"2022/10/07 23:44","1098","24021334","自分のやりたいことをやっていく","自分のペース","聞かれる前に連絡する","法律の勉強は絶対に無駄にならない","楽しんで学生生活を送る"
"2022/10/07 23:41","1097","24022767","やると決めたら楽しむ","自分の存在がちっぽけだなと思う時が大人の始まり","弁護士は決まった枠がないから自由にできる。法学を学ぶことは無駄にならない","波が来たら乗る(仕事のオファーをくれた人に誠心誠意お返しする)","実績をあげる→信頼ができる→自信が出る"
"2022/10/07 23:16","1096","36021343","やりたいことに集中","楽しむ","俯瞰的に見る","きっかけがやってくる","留学は大事"
"2022/10/07 23:15","1095","38022063","人との出会いが自分を強くする","やると決めたら楽しむ","自分の存在がちっぽけだと気づいた時が大人の始まり","目の前の仕事を一生懸命する事しか頭にない","波が来たら乗る"
"2022/10/07 23:15","1094","26022240","やると決めたら楽しむ","全体を俯瞰して将来を見据える","自分で考え行動する","一つ一つの仕事に真剣勝負でいく","色々な現場に体験しに行き経験にする"
"2022/10/07 23:06","1093","29022302","やると決めたら楽しむ","第三者的立場","俯瞰的に物事を見る","自分の存在はちっぽけ","自分で考えて自分で行動する"
"2022/10/07 23:05","1092","26022491","やると決めたら楽しむ。","波が来たら乗る。","好奇心を持って経験を積む。","俯瞰的に見る視点を持つ。","目の前のことに一生懸命取り組む。"
"2022/10/07 23:05","1091","29022298","「やる」と決めたら楽しむ","第三者目線で物事を俯瞰する","若い頃に自分で考え、行動する","与えられたチャンスに対する誠実さ","信頼関係を構築する大切さ"
"2022/10/07 23:03","1090","26021367","著作権法","民事弁護実務","司法研究科","書類作成ばかり","やると決めたら楽しむ"
"2022/10/07 23:01","1089","23022219","自分の道を信じることの大切さ","楽しむ心を忘れない","同じ目標を持つ人との繋がりも重要","自分の仕事や行いに自信を持つ","キャリアを築く上での信頼関係の重要さ"
"2022/10/07 23:00","1088","22022161","何かをやると決めたら楽しむ","全体を俯瞰する","依頼されたら基本断らない","一つ一つの物事に真剣勝負","他者の利益の為に自分の知識を活用する"
"2022/10/07 22:59","1087","22022317","やると決めたら楽しむ","自分はちっぽけだと知り自分で考え行動する","仕事を依頼してくれる人に対してしっかり恩を返す","実績をあげて信頼をつみ自信にかえる","他者の利益のためにできることをする"
"2022/10/07 22:59","1086","38022528","やると決めたら楽しむ","大変なことも逃げずにポジティブにやる","物事を俯瞰的にみる","来た波に乗ってみる","人との出会いが自分の助けにもなる"
"2022/10/07 22:58","1085","26022577","やると決めたら楽しむ","コミュニケーション能力、勉強の継続が大切","実績を積み重ね信頼を得ることが自信をつけてくれる","来た波には乗る","一つ一つの仕事と真剣に向き合う"
"2022/10/07 22:55","1084","26022250","やると決めたら楽しむ。どうせやるならしんどいとか思いながらではなく楽しみながらする。","第三者目線で物事を見る。全体を俯瞰する。","自分で考えて自分で行動する。","きた波にしっかり乗る。","自分が努力しない限り得られるものはない。何もしないで得られる物なんかない。"
"2022/10/07 22:50","1083","24021069","好きなようになれ","傾聴する","自分に満足しない","目の前にきたことをする","伸びしろ"
"2022/10/07 22:48","1082","22020380","やると決めたら楽しむ","第三者視点を持って俯瞰的に見る","自分をちっぽけだと思った時が大人の始まり","来たものはやる","聞かれる前に連絡する"
"2022/10/07 22:47","1081","31022056","仕事を頂いたら実績を残すという事が、自分の自信にも繋がる。","やると決めたら難しい事も全力で楽しむ。","与えて頂いた仕事をする際は、自分で考えて自分で行動する。","周りの人との関係を築き上げることで、たくさんお声掛けを頂ける。","この世の中は全てが法律で成り立っている。"
"2022/10/07 22:47","1080","24022769","何事にもスタートが大切。","今の自分に満足しない。","来た波に乗ってみることが大切。","実績を残して、信頼を得ることで自信に繋がる。","まずは、目の前の出来事を解決することが大切。"
"2022/10/07 22:45","1079","29022003","試験に必要な知識よりも実務の方が必要","大学の学費は全て自分で払ってた","今も昔も校舎が変わらないのが関学","司法試験が日本で1番難しい試験というのも知らなかった","ロースクールと学部の授業では、生徒の熱度が全く違う"
"2022/10/07 22:44","1078","26020210","司法書士","やると決めたら楽しむ","第三者から見て","知識は実務でどう生かすかが難しい","関学なしに今の自分はない（出会い）"
"2022/10/07 22:41","1077","24022187","やると決めたらやる、楽しむ","考えて行動すると今に繋がる","1つに疑問をもたず取り組むこともいい","どんなことにでも真剣勝負","波が来たら乗れ"
"2022/10/07 22:34","1076","32022083","やると決めたら楽しむ","物事を俯瞰的にみる","自分に満足せず、伸びしろを見つける","心で迷いがあってもきた波には乗ってみる","何事もやりきる"
"2022/10/07 22:33","1075","26022073","上司との関係が今後に大きく影響した","実績を上げ信頼を得て、それにより自信を得るサイクルが大切","やると決めたことは楽しんで取り組む","弁護士は目の前に助けを求めている人が会いに来る","好奇心を持って現地に赴きいろいろなことを感じてほしい"
"2022/10/07 22:30","1074","22022414","自分に合ったペースで物事を成し遂げる","やるなら楽しむという精神力","自由な環境において、自ら考え行動する力","来た波に乗るという気持ち","弁護士は常に勉強し続けなければならないが、他の仕事に比べて、人の役に立っていることが直接実感できる。"
"2022/10/07 22:26","1073","22022851","やると決めたら楽しむ","何かに挑戦するとき、心配や不安よりも好奇心を先立たせる","人との巡り合い、人から与えられる機会を大切にする","好奇心を持って色々と新しいものに挑戦してみる","一つ一つの仕事、一つ一つの挑戦に全力で、真剣に"
